Frame,Measurement,Measure_Category,Mean,SD
1,R_Trunk_Fwd_Tilt,Kinematics,1.009,0.446
2,R_Trunk_Fwd_Tilt,Kinematics,0.957,0.471
3,R_Trunk_Fwd_Tilt,Kinematics,0.893,0.494
4,R_Trunk_Fwd_Tilt,Kinematics,0.808,0.517
5,R_Trunk_Fwd_Tilt,Kinematics,0.697,0.537
6,R_Trunk_Fwd_Tilt,Kinematics,0.576,0.555
7,R_Trunk_Fwd_Tilt,Kinematics,0.432,0.572
8,R_Trunk_Fwd_Tilt,Kinematics,0.283,0.588
9,R_Trunk_Fwd_Tilt,Kinematics,0.128,0.604
10,R_Trunk_Fwd_Tilt,Kinematics,-0.027,0.618
11,R_Trunk_Fwd_Tilt,Kinematics,-0.181,0.632
12,R_Trunk_Fwd_Tilt,Kinematics,-0.33,0.641
13,R_Trunk_Fwd_Tilt,Kinematics,-0.476,0.647
14,R_Trunk_Fwd_Tilt,Kinematics,-0.617,0.647
15,R_Trunk_Fwd_Tilt,Kinematics,-0.746,0.638
16,R_Trunk_Fwd_Tilt,Kinematics,-0.864,0.625
17,R_Trunk_Fwd_Tilt,Kinematics,-0.963,0.605
18,R_Trunk_Fwd_Tilt,Kinematics,-1.032,0.583
19,R_Trunk_Fwd_Tilt,Kinematics,-1.079,0.558
20,R_Trunk_Fwd_Tilt,Kinematics,-1.088,0.537
21,R_Trunk_Fwd_Tilt,Kinematics,-1.065,0.516
22,R_Trunk_Fwd_Tilt,Kinematics,-1.016,0.497
23,R_Trunk_Fwd_Tilt,Kinematics,-0.934,0.488
24,R_Trunk_Fwd_Tilt,Kinematics,-0.838,0.479
25,R_Trunk_Fwd_Tilt,Kinematics,-0.73,0.478
26,R_Trunk_Fwd_Tilt,Kinematics,-0.616,0.481
27,R_Trunk_Fwd_Tilt,Kinematics,-0.504,0.487
28,R_Trunk_Fwd_Tilt,Kinematics,-0.393,0.496
29,R_Trunk_Fwd_Tilt,Kinematics,-0.286,0.507
30,R_Trunk_Fwd_Tilt,Kinematics,-0.18,0.518
31,R_Trunk_Fwd_Tilt,Kinematics,-0.077,0.528
32,R_Trunk_Fwd_Tilt,Kinematics,0.028,0.536
33,R_Trunk_Fwd_Tilt,Kinematics,0.132,0.543
34,R_Trunk_Fwd_Tilt,Kinematics,0.239,0.543
35,R_Trunk_Fwd_Tilt,Kinematics,0.351,0.539
36,R_Trunk_Fwd_Tilt,Kinematics,0.466,0.527
37,R_Trunk_Fwd_Tilt,Kinematics,0.592,0.504
38,R_Trunk_Fwd_Tilt,Kinematics,0.722,0.474
39,R_Trunk_Fwd_Tilt,Kinematics,0.858,0.436
40,R_Trunk_Fwd_Tilt,Kinematics,0.999,0.393
41,R_Trunk_Fwd_Tilt,Kinematics,1.137,0.342
42,R_Trunk_Fwd_Tilt,Kinematics,1.271,0.29
43,R_Trunk_Fwd_Tilt,Kinematics,1.395,0.236
44,R_Trunk_Fwd_Tilt,Kinematics,1.508,0.18
45,R_Trunk_Fwd_Tilt,Kinematics,1.598,0.134
46,R_Trunk_Fwd_Tilt,Kinematics,1.669,0.091
47,R_Trunk_Fwd_Tilt,Kinematics,1.715,0.067
48,R_Trunk_Fwd_Tilt,Kinematics,1.73,0.07
49,R_Trunk_Fwd_Tilt,Kinematics,1.724,0.087
50,R_Trunk_Fwd_Tilt,Kinematics,1.681,0.11
51,R_Trunk_Fwd_Tilt,Kinematics,1.615,0.131
52,R_Trunk_Fwd_Tilt,Kinematics,1.525,0.148
53,R_Trunk_Fwd_Tilt,Kinematics,1.408,0.162
54,R_Trunk_Fwd_Tilt,Kinematics,1.271,0.173
55,R_Trunk_Fwd_Tilt,Kinematics,1.115,0.18
56,R_Trunk_Fwd_Tilt,Kinematics,0.947,0.192
57,R_Trunk_Fwd_Tilt,Kinematics,0.769,0.205
58,R_Trunk_Fwd_Tilt,Kinematics,0.592,0.227
59,R_Trunk_Fwd_Tilt,Kinematics,0.422,0.249
60,R_Trunk_Fwd_Tilt,Kinematics,0.265,0.277
61,R_Trunk_Fwd_Tilt,Kinematics,0.133,0.3
62,R_Trunk_Fwd_Tilt,Kinematics,0.029,0.314
63,R_Trunk_Fwd_Tilt,Kinematics,-0.042,0.326
64,R_Trunk_Fwd_Tilt,Kinematics,-0.079,0.322
65,R_Trunk_Fwd_Tilt,Kinematics,-0.087,0.313
66,R_Trunk_Fwd_Tilt,Kinematics,-0.066,0.298
67,R_Trunk_Fwd_Tilt,Kinematics,-0.024,0.275
68,R_Trunk_Fwd_Tilt,Kinematics,0.031,0.26
69,R_Trunk_Fwd_Tilt,Kinematics,0.095,0.249
70,R_Trunk_Fwd_Tilt,Kinematics,0.159,0.252
71,R_Trunk_Fwd_Tilt,Kinematics,0.224,0.269
72,R_Trunk_Fwd_Tilt,Kinematics,0.281,0.298
73,R_Trunk_Fwd_Tilt,Kinematics,0.336,0.334
74,R_Trunk_Fwd_Tilt,Kinematics,0.386,0.37
75,R_Trunk_Fwd_Tilt,Kinematics,0.433,0.404
76,R_Trunk_Fwd_Tilt,Kinematics,0.479,0.435
77,R_Trunk_Fwd_Tilt,Kinematics,0.522,0.459
78,R_Trunk_Fwd_Tilt,Kinematics,0.567,0.476
79,R_Trunk_Fwd_Tilt,Kinematics,0.612,0.489
80,R_Trunk_Fwd_Tilt,Kinematics,0.664,0.495
81,R_Trunk_Fwd_Tilt,Kinematics,0.72,0.495
82,R_Trunk_Fwd_Tilt,Kinematics,0.782,0.493
83,R_Trunk_Fwd_Tilt,Kinematics,0.854,0.484
84,R_Trunk_Fwd_Tilt,Kinematics,0.93,0.475
85,R_Trunk_Fwd_Tilt,Kinematics,1.015,0.464
86,R_Trunk_Fwd_Tilt,Kinematics,1.104,0.453
87,R_Trunk_Fwd_Tilt,Kinematics,1.196,0.444
88,R_Trunk_Fwd_Tilt,Kinematics,1.291,0.436
89,R_Trunk_Fwd_Tilt,Kinematics,1.387,0.429
90,R_Trunk_Fwd_Tilt,Kinematics,1.483,0.422
91,R_Trunk_Fwd_Tilt,Kinematics,1.574,0.412
92,R_Trunk_Fwd_Tilt,Kinematics,1.66,0.402
93,R_Trunk_Fwd_Tilt,Kinematics,1.731,0.385
94,R_Trunk_Fwd_Tilt,Kinematics,1.788,0.367
95,R_Trunk_Fwd_Tilt,Kinematics,1.83,0.344
96,R_Trunk_Fwd_Tilt,Kinematics,1.846,0.318
97,R_Trunk_Fwd_Tilt,Kinematics,1.852,0.291
98,R_Trunk_Fwd_Tilt,Kinematics,1.836,0.262
99,R_Trunk_Fwd_Tilt,Kinematics,1.808,0.234
100,R_Trunk_Fwd_Tilt,Kinematics,1.772,0.206
1,R_Trunk_Lat_Tilt,Kinematics,0.289,0.736
2,R_Trunk_Lat_Tilt,Kinematics,0.177,0.714
3,R_Trunk_Lat_Tilt,Kinematics,0.068,0.688
4,R_Trunk_Lat_Tilt,Kinematics,-0.037,0.656
5,R_Trunk_Lat_Tilt,Kinematics,-0.139,0.62
6,R_Trunk_Lat_Tilt,Kinematics,-0.239,0.584
7,R_Trunk_Lat_Tilt,Kinematics,-0.336,0.553
8,R_Trunk_Lat_Tilt,Kinematics,-0.43,0.526
9,R_Trunk_Lat_Tilt,Kinematics,-0.521,0.507
10,R_Trunk_Lat_Tilt,Kinematics,-0.595,0.498
11,R_Trunk_Lat_Tilt,Kinematics,-0.656,0.491
12,R_Trunk_Lat_Tilt,Kinematics,-0.686,0.498
13,R_Trunk_Lat_Tilt,Kinematics,-0.68,0.498
14,R_Trunk_Lat_Tilt,Kinematics,-0.65,0.504
15,R_Trunk_Lat_Tilt,Kinematics,-0.571,0.506
16,R_Trunk_Lat_Tilt,Kinematics,-0.474,0.505
17,R_Trunk_Lat_Tilt,Kinematics,-0.354,0.507
18,R_Trunk_Lat_Tilt,Kinematics,-0.227,0.506
19,R_Trunk_Lat_Tilt,Kinematics,-0.101,0.508
20,R_Trunk_Lat_Tilt,Kinematics,0.014,0.509
21,R_Trunk_Lat_Tilt,Kinematics,0.112,0.517
22,R_Trunk_Lat_Tilt,Kinematics,0.194,0.523
23,R_Trunk_Lat_Tilt,Kinematics,0.255,0.535
24,R_Trunk_Lat_Tilt,Kinematics,0.306,0.548
25,R_Trunk_Lat_Tilt,Kinematics,0.347,0.562
26,R_Trunk_Lat_Tilt,Kinematics,0.389,0.574
27,R_Trunk_Lat_Tilt,Kinematics,0.437,0.585
28,R_Trunk_Lat_Tilt,Kinematics,0.497,0.592
29,R_Trunk_Lat_Tilt,Kinematics,0.574,0.592
30,R_Trunk_Lat_Tilt,Kinematics,0.666,0.595
31,R_Trunk_Lat_Tilt,Kinematics,0.773,0.59
32,R_Trunk_Lat_Tilt,Kinematics,0.888,0.587
33,R_Trunk_Lat_Tilt,Kinematics,1.009,0.58
34,R_Trunk_Lat_Tilt,Kinematics,1.126,0.575
35,R_Trunk_Lat_Tilt,Kinematics,1.236,0.567
36,R_Trunk_Lat_Tilt,Kinematics,1.335,0.563
37,R_Trunk_Lat_Tilt,Kinematics,1.418,0.561
38,R_Trunk_Lat_Tilt,Kinematics,1.484,0.56
39,R_Trunk_Lat_Tilt,Kinematics,1.533,0.566
40,R_Trunk_Lat_Tilt,Kinematics,1.566,0.57
41,R_Trunk_Lat_Tilt,Kinematics,1.587,0.579
42,R_Trunk_Lat_Tilt,Kinematics,1.603,0.587
43,R_Trunk_Lat_Tilt,Kinematics,1.618,0.595
44,R_Trunk_Lat_Tilt,Kinematics,1.637,0.601
45,R_Trunk_Lat_Tilt,Kinematics,1.665,0.609
46,R_Trunk_Lat_Tilt,Kinematics,1.704,0.614
47,R_Trunk_Lat_Tilt,Kinematics,1.754,0.619
48,R_Trunk_Lat_Tilt,Kinematics,1.815,0.628
49,R_Trunk_Lat_Tilt,Kinematics,1.886,0.632
50,R_Trunk_Lat_Tilt,Kinematics,1.965,0.638
51,R_Trunk_Lat_Tilt,Kinematics,2.047,0.641
52,R_Trunk_Lat_Tilt,Kinematics,2.134,0.641
53,R_Trunk_Lat_Tilt,Kinematics,2.221,0.64
54,R_Trunk_Lat_Tilt,Kinematics,2.313,0.635
55,R_Trunk_Lat_Tilt,Kinematics,2.409,0.633
56,R_Trunk_Lat_Tilt,Kinematics,2.515,0.634
57,R_Trunk_Lat_Tilt,Kinematics,2.63,0.638
58,R_Trunk_Lat_Tilt,Kinematics,2.758,0.652
59,R_Trunk_Lat_Tilt,Kinematics,2.89,0.667
60,R_Trunk_Lat_Tilt,Kinematics,3.021,0.687
61,R_Trunk_Lat_Tilt,Kinematics,3.14,0.704
62,R_Trunk_Lat_Tilt,Kinematics,3.236,0.728
63,R_Trunk_Lat_Tilt,Kinematics,3.299,0.737
64,R_Trunk_Lat_Tilt,Kinematics,3.33,0.753
65,R_Trunk_Lat_Tilt,Kinematics,3.324,0.76
66,R_Trunk_Lat_Tilt,Kinematics,3.29,0.766
67,R_Trunk_Lat_Tilt,Kinematics,3.234,0.773
68,R_Trunk_Lat_Tilt,Kinematics,3.166,0.775
69,R_Trunk_Lat_Tilt,Kinematics,3.099,0.779
70,R_Trunk_Lat_Tilt,Kinematics,3.038,0.782
71,R_Trunk_Lat_Tilt,Kinematics,2.989,0.79
72,R_Trunk_Lat_Tilt,Kinematics,2.951,0.795
73,R_Trunk_Lat_Tilt,Kinematics,2.925,0.807
74,R_Trunk_Lat_Tilt,Kinematics,2.903,0.817
75,R_Trunk_Lat_Tilt,Kinematics,2.882,0.829
76,R_Trunk_Lat_Tilt,Kinematics,2.854,0.836
77,R_Trunk_Lat_Tilt,Kinematics,2.815,0.844
78,R_Trunk_Lat_Tilt,Kinematics,2.76,0.841
79,R_Trunk_Lat_Tilt,Kinematics,2.69,0.836
80,R_Trunk_Lat_Tilt,Kinematics,2.602,0.829
81,R_Trunk_Lat_Tilt,Kinematics,2.499,0.816
82,R_Trunk_Lat_Tilt,Kinematics,2.386,0.808
83,R_Trunk_Lat_Tilt,Kinematics,2.261,0.801
84,R_Trunk_Lat_Tilt,Kinematics,2.135,0.799
85,R_Trunk_Lat_Tilt,Kinematics,2.005,0.801
86,R_Trunk_Lat_Tilt,Kinematics,1.88,0.808
87,R_Trunk_Lat_Tilt,Kinematics,1.758,0.817
88,R_Trunk_Lat_Tilt,Kinematics,1.645,0.829
89,R_Trunk_Lat_Tilt,Kinematics,1.538,0.841
90,R_Trunk_Lat_Tilt,Kinematics,1.439,0.851
91,R_Trunk_Lat_Tilt,Kinematics,1.346,0.857
92,R_Trunk_Lat_Tilt,Kinematics,1.255,0.859
93,R_Trunk_Lat_Tilt,Kinematics,1.172,0.852
94,R_Trunk_Lat_Tilt,Kinematics,1.09,0.842
95,R_Trunk_Lat_Tilt,Kinematics,1.009,0.829
96,R_Trunk_Lat_Tilt,Kinematics,0.927,0.814
97,R_Trunk_Lat_Tilt,Kinematics,0.843,0.799
98,R_Trunk_Lat_Tilt,Kinematics,0.754,0.787
99,R_Trunk_Lat_Tilt,Kinematics,0.662,0.777
100,R_Trunk_Lat_Tilt,Kinematics,0.566,0.77
1,R_Pelvis_Fwd_Tilt,Kinematics,-1.106,0.361
2,R_Pelvis_Fwd_Tilt,Kinematics,-1.178,0.425
3,R_Pelvis_Fwd_Tilt,Kinematics,-1.272,0.493
4,R_Pelvis_Fwd_Tilt,Kinematics,-1.398,0.565
5,R_Pelvis_Fwd_Tilt,Kinematics,-1.553,0.627
6,R_Pelvis_Fwd_Tilt,Kinematics,-1.719,0.683
7,R_Pelvis_Fwd_Tilt,Kinematics,-1.897,0.713
8,R_Pelvis_Fwd_Tilt,Kinematics,-2.075,0.724
9,R_Pelvis_Fwd_Tilt,Kinematics,-2.254,0.721
10,R_Pelvis_Fwd_Tilt,Kinematics,-2.425,0.698
11,R_Pelvis_Fwd_Tilt,Kinematics,-2.591,0.673
12,R_Pelvis_Fwd_Tilt,Kinematics,-2.753,0.65
13,R_Pelvis_Fwd_Tilt,Kinematics,-2.906,0.634
14,R_Pelvis_Fwd_Tilt,Kinematics,-3.057,0.626
15,R_Pelvis_Fwd_Tilt,Kinematics,-3.195,0.63
16,R_Pelvis_Fwd_Tilt,Kinematics,-3.326,0.64
17,R_Pelvis_Fwd_Tilt,Kinematics,-3.439,0.65
18,R_Pelvis_Fwd_Tilt,Kinematics,-3.524,0.664
19,R_Pelvis_Fwd_Tilt,Kinematics,-3.585,0.673
20,R_Pelvis_Fwd_Tilt,Kinematics,-3.594,0.684
21,R_Pelvis_Fwd_Tilt,Kinematics,-3.557,0.696
22,R_Pelvis_Fwd_Tilt,Kinematics,-3.47,0.703
23,R_Pelvis_Fwd_Tilt,Kinematics,-3.32,0.723
24,R_Pelvis_Fwd_Tilt,Kinematics,-3.133,0.736
25,R_Pelvis_Fwd_Tilt,Kinematics,-2.906,0.753
26,R_Pelvis_Fwd_Tilt,Kinematics,-2.659,0.762
27,R_Pelvis_Fwd_Tilt,Kinematics,-2.409,0.77
28,R_Pelvis_Fwd_Tilt,Kinematics,-2.171,0.763
29,R_Pelvis_Fwd_Tilt,Kinematics,-1.953,0.75
30,R_Pelvis_Fwd_Tilt,Kinematics,-1.756,0.727
31,R_Pelvis_Fwd_Tilt,Kinematics,-1.59,0.687
32,R_Pelvis_Fwd_Tilt,Kinematics,-1.443,0.642
33,R_Pelvis_Fwd_Tilt,Kinematics,-1.319,0.579
34,R_Pelvis_Fwd_Tilt,Kinematics,-1.209,0.511
35,R_Pelvis_Fwd_Tilt,Kinematics,-1.113,0.443
36,R_Pelvis_Fwd_Tilt,Kinematics,-1.027,0.374
37,R_Pelvis_Fwd_Tilt,Kinematics,-0.95,0.313
38,R_Pelvis_Fwd_Tilt,Kinematics,-0.887,0.267
39,R_Pelvis_Fwd_Tilt,Kinematics,-0.83,0.234
40,R_Pelvis_Fwd_Tilt,Kinematics,-0.796,0.234
41,R_Pelvis_Fwd_Tilt,Kinematics,-0.769,0.256
42,R_Pelvis_Fwd_Tilt,Kinematics,-0.762,0.299
43,R_Pelvis_Fwd_Tilt,Kinematics,-0.769,0.356
44,R_Pelvis_Fwd_Tilt,Kinematics,-0.786,0.416
45,R_Pelvis_Fwd_Tilt,Kinematics,-0.822,0.475
46,R_Pelvis_Fwd_Tilt,Kinematics,-0.863,0.528
47,R_Pelvis_Fwd_Tilt,Kinematics,-0.915,0.573
48,R_Pelvis_Fwd_Tilt,Kinematics,-0.97,0.605
49,R_Pelvis_Fwd_Tilt,Kinematics,-1.028,0.629
50,R_Pelvis_Fwd_Tilt,Kinematics,-1.084,0.638
51,R_Pelvis_Fwd_Tilt,Kinematics,-1.136,0.636
52,R_Pelvis_Fwd_Tilt,Kinematics,-1.184,0.625
53,R_Pelvis_Fwd_Tilt,Kinematics,-1.216,0.601
54,R_Pelvis_Fwd_Tilt,Kinematics,-1.244,0.572
55,R_Pelvis_Fwd_Tilt,Kinematics,-1.258,0.534
56,R_Pelvis_Fwd_Tilt,Kinematics,-1.266,0.495
57,R_Pelvis_Fwd_Tilt,Kinematics,-1.27,0.453
58,R_Pelvis_Fwd_Tilt,Kinematics,-1.277,0.415
59,R_Pelvis_Fwd_Tilt,Kinematics,-1.288,0.379
60,R_Pelvis_Fwd_Tilt,Kinematics,-1.31,0.353
61,R_Pelvis_Fwd_Tilt,Kinematics,-1.339,0.346
62,R_Pelvis_Fwd_Tilt,Kinematics,-1.378,0.351
63,R_Pelvis_Fwd_Tilt,Kinematics,-1.431,0.402
64,R_Pelvis_Fwd_Tilt,Kinematics,-1.484,0.48
65,R_Pelvis_Fwd_Tilt,Kinematics,-1.547,0.585
66,R_Pelvis_Fwd_Tilt,Kinematics,-1.605,0.706
67,R_Pelvis_Fwd_Tilt,Kinematics,-1.666,0.83
68,R_Pelvis_Fwd_Tilt,Kinematics,-1.713,0.941
69,R_Pelvis_Fwd_Tilt,Kinematics,-1.757,1.038
70,R_Pelvis_Fwd_Tilt,Kinematics,-1.786,1.117
71,R_Pelvis_Fwd_Tilt,Kinematics,-1.802,1.174
72,R_Pelvis_Fwd_Tilt,Kinematics,-1.81,1.211
73,R_Pelvis_Fwd_Tilt,Kinematics,-1.792,1.221
74,R_Pelvis_Fwd_Tilt,Kinematics,-1.77,1.212
75,R_Pelvis_Fwd_Tilt,Kinematics,-1.724,1.177
76,R_Pelvis_Fwd_Tilt,Kinematics,-1.668,1.13
77,R_Pelvis_Fwd_Tilt,Kinematics,-1.607,1.064
78,R_Pelvis_Fwd_Tilt,Kinematics,-1.539,0.99
79,R_Pelvis_Fwd_Tilt,Kinematics,-1.476,0.913
80,R_Pelvis_Fwd_Tilt,Kinematics,-1.412,0.835
81,R_Pelvis_Fwd_Tilt,Kinematics,-1.358,0.763
82,R_Pelvis_Fwd_Tilt,Kinematics,-1.306,0.698
83,R_Pelvis_Fwd_Tilt,Kinematics,-1.264,0.646
84,R_Pelvis_Fwd_Tilt,Kinematics,-1.225,0.599
85,R_Pelvis_Fwd_Tilt,Kinematics,-1.192,0.564
86,R_Pelvis_Fwd_Tilt,Kinematics,-1.164,0.535
87,R_Pelvis_Fwd_Tilt,Kinematics,-1.138,0.51
