Frame,Measurement,Measure_Category,Mean,SD
1,R_Trunk_Fwd_Tilt,Kinematics,-0.626,0.753
2,R_Trunk_Fwd_Tilt,Kinematics,-0.738,0.724
3,R_Trunk_Fwd_Tilt,Kinematics,-0.856,0.701
4,R_Trunk_Fwd_Tilt,Kinematics,-0.986,0.686
5,R_Trunk_Fwd_Tilt,Kinematics,-1.117,0.68
6,R_Trunk_Fwd_Tilt,Kinematics,-1.246,0.68
7,R_Trunk_Fwd_Tilt,Kinematics,-1.354,0.69
8,R_Trunk_Fwd_Tilt,Kinematics,-1.447,0.7
9,R_Trunk_Fwd_Tilt,Kinematics,-1.495,0.72
10,R_Trunk_Fwd_Tilt,Kinematics,-1.516,0.733
11,R_Trunk_Fwd_Tilt,Kinematics,-1.497,0.75
12,R_Trunk_Fwd_Tilt,Kinematics,-1.439,0.754
13,R_Trunk_Fwd_Tilt,Kinematics,-1.359,0.759
14,R_Trunk_Fwd_Tilt,Kinematics,-1.253,0.751
15,R_Trunk_Fwd_Tilt,Kinematics,-1.141,0.742
16,R_Trunk_Fwd_Tilt,Kinematics,-1.029,0.723
17,R_Trunk_Fwd_Tilt,Kinematics,-0.927,0.707
18,R_Trunk_Fwd_Tilt,Kinematics,-0.838,0.682
19,R_Trunk_Fwd_Tilt,Kinematics,-0.774,0.666
20,R_Trunk_Fwd_Tilt,Kinematics,-0.727,0.646
21,R_Trunk_Fwd_Tilt,Kinematics,-0.699,0.632
22,R_Trunk_Fwd_Tilt,Kinematics,-0.688,0.617
23,R_Trunk_Fwd_Tilt,Kinematics,-0.686,0.602
24,R_Trunk_Fwd_Tilt,Kinematics,-0.692,0.585
25,R_Trunk_Fwd_Tilt,Kinematics,-0.699,0.563
26,R_Trunk_Fwd_Tilt,Kinematics,-0.705,0.537
27,R_Trunk_Fwd_Tilt,Kinematics,-0.704,0.505
28,R_Trunk_Fwd_Tilt,Kinematics,-0.698,0.472
29,R_Trunk_Fwd_Tilt,Kinematics,-0.679,0.432
30,R_Trunk_Fwd_Tilt,Kinematics,-0.652,0.393
31,R_Trunk_Fwd_Tilt,Kinematics,-0.612,0.353
32,R_Trunk_Fwd_Tilt,Kinematics,-0.563,0.316
33,R_Trunk_Fwd_Tilt,Kinematics,-0.503,0.285
34,R_Trunk_Fwd_Tilt,Kinematics,-0.437,0.259
35,R_Trunk_Fwd_Tilt,Kinematics,-0.364,0.244
36,R_Trunk_Fwd_Tilt,Kinematics,-0.289,0.239
37,R_Trunk_Fwd_Tilt,Kinematics,-0.214,0.244
38,R_Trunk_Fwd_Tilt,Kinematics,-0.142,0.257
39,R_Trunk_Fwd_Tilt,Kinematics,-0.08,0.277
40,R_Trunk_Fwd_Tilt,Kinematics,-0.028,0.296
41,R_Trunk_Fwd_Tilt,Kinematics,0.003,0.325
42,R_Trunk_Fwd_Tilt,Kinematics,0.015,0.349
43,R_Trunk_Fwd_Tilt,Kinematics,0.003,0.379
44,R_Trunk_Fwd_Tilt,Kinematics,-0.035,0.412
45,R_Trunk_Fwd_Tilt,Kinematics,-0.095,0.442
46,R_Trunk_Fwd_Tilt,Kinematics,-0.184,0.483
47,R_Trunk_Fwd_Tilt,Kinematics,-0.291,0.517
48,R_Trunk_Fwd_Tilt,Kinematics,-0.416,0.554
49,R_Trunk_Fwd_Tilt,Kinematics,-0.555,0.584
50,R_Trunk_Fwd_Tilt,Kinematics,-0.702,0.612
51,R_Trunk_Fwd_Tilt,Kinematics,-0.86,0.629
52,R_Trunk_Fwd_Tilt,Kinematics,-1.021,0.645
53,R_Trunk_Fwd_Tilt,Kinematics,-1.19,0.653
54,R_Trunk_Fwd_Tilt,Kinematics,-1.358,0.661
55,R_Trunk_Fwd_Tilt,Kinematics,-1.525,0.669
56,R_Trunk_Fwd_Tilt,Kinematics,-1.678,0.677
57,R_Trunk_Fwd_Tilt,Kinematics,-1.819,0.691
58,R_Trunk_Fwd_Tilt,Kinematics,-1.924,0.702
59,R_Trunk_Fwd_Tilt,Kinematics,-2.002,0.718
60,R_Trunk_Fwd_Tilt,Kinematics,-2.036,0.739
61,R_Trunk_Fwd_Tilt,Kinematics,-2.032,0.75
62,R_Trunk_Fwd_Tilt,Kinematics,-1.991,0.777
63,R_Trunk_Fwd_Tilt,Kinematics,-1.908,0.781
64,R_Trunk_Fwd_Tilt,Kinematics,-1.804,0.795
65,R_Trunk_Fwd_Tilt,Kinematics,-1.679,0.796
66,R_Trunk_Fwd_Tilt,Kinematics,-1.549,0.796
67,R_Trunk_Fwd_Tilt,Kinematics,-1.42,0.788
68,R_Trunk_Fwd_Tilt,Kinematics,-1.304,0.781
69,R_Trunk_Fwd_Tilt,Kinematics,-1.205,0.765
70,R_Trunk_Fwd_Tilt,Kinematics,-1.127,0.758
71,R_Trunk_Fwd_Tilt,Kinematics,-1.076,0.743
72,R_Trunk_Fwd_Tilt,Kinematics,-1.043,0.734
73,R_Trunk_Fwd_Tilt,Kinematics,-1.036,0.726
74,R_Trunk_Fwd_Tilt,Kinematics,-1.044,0.719
75,R_Trunk_Fwd_Tilt,Kinematics,-1.071,0.715
76,R_Trunk_Fwd_Tilt,Kinematics,-1.106,0.712
77,R_Trunk_Fwd_Tilt,Kinematics,-1.149,0.709
78,R_Trunk_Fwd_Tilt,Kinematics,-1.193,0.707
79,R_Trunk_Fwd_Tilt,Kinematics,-1.236,0.706
80,R_Trunk_Fwd_Tilt,Kinematics,-1.269,0.705
81,R_Trunk_Fwd_Tilt,Kinematics,-1.294,0.704
82,R_Trunk_Fwd_Tilt,Kinematics,-1.305,0.705
83,R_Trunk_Fwd_Tilt,Kinematics,-1.302,0.705
84,R_Trunk_Fwd_Tilt,Kinematics,-1.29,0.709
85,R_Trunk_Fwd_Tilt,Kinematics,-1.27,0.71
86,R_Trunk_Fwd_Tilt,Kinematics,-1.244,0.715
