Frame,Measurement,Measure_Category,Mean,SD
1,R_Trunk_Fwd_Tilt,Kinematics,1.914,0.22
2,R_Trunk_Fwd_Tilt,Kinematics,1.821,0.245
3,R_Trunk_Fwd_Tilt,Kinematics,1.705,0.266
4,R_Trunk_Fwd_Tilt,Kinematics,1.554,0.287
5,R_Trunk_Fwd_Tilt,Kinematics,1.362,0.299
6,R_Trunk_Fwd_Tilt,Kinematics,1.154,0.31
7,R_Trunk_Fwd_Tilt,Kinematics,0.926,0.315
8,R_Trunk_Fwd_Tilt,Kinematics,0.695,0.314
9,R_Trunk_Fwd_Tilt,Kinematics,0.468,0.313
10,R_Trunk_Fwd_Tilt,Kinematics,0.271,0.301
11,R_Trunk_Fwd_Tilt,Kinematics,0.102,0.293
12,R_Trunk_Fwd_Tilt,Kinematics,-0.028,0.279
13,R_Trunk_Fwd_Tilt,Kinematics,-0.094,0.266
14,R_Trunk_Fwd_Tilt,Kinematics,-0.119,0.265
15,R_Trunk_Fwd_Tilt,Kinematics,-0.086,0.259
16,R_Trunk_Fwd_Tilt,Kinematics,-0.002,0.264
17,R_Trunk_Fwd_Tilt,Kinematics,0.114,0.276
18,R_Trunk_Fwd_Tilt,Kinematics,0.262,0.28
19,R_Trunk_Fwd_Tilt,Kinematics,0.423,0.29
20,R_Trunk_Fwd_Tilt,Kinematics,0.58,0.291
21,R_Trunk_Fwd_Tilt,Kinematics,0.723,0.297
22,R_Trunk_Fwd_Tilt,Kinematics,0.837,0.293
23,R_Trunk_Fwd_Tilt,Kinematics,0.922,0.29
24,R_Trunk_Fwd_Tilt,Kinematics,0.972,0.286
25,R_Trunk_Fwd_Tilt,Kinematics,0.999,0.274
26,R_Trunk_Fwd_Tilt,Kinematics,1.004,0.268
27,R_Trunk_Fwd_Tilt,Kinematics,1.002,0.26
28,R_Trunk_Fwd_Tilt,Kinematics,1.004,0.258
29,R_Trunk_Fwd_Tilt,Kinematics,1.018,0.255
30,R_Trunk_Fwd_Tilt,Kinematics,1.055,0.259
31,R_Trunk_Fwd_Tilt,Kinematics,1.113,0.263
32,R_Trunk_Fwd_Tilt,Kinematics,1.197,0.264
33,R_Trunk_Fwd_Tilt,Kinematics,1.3,0.27
34,R_Trunk_Fwd_Tilt,Kinematics,1.419,0.27
35,R_Trunk_Fwd_Tilt,Kinematics,1.547,0.273
36,R_Trunk_Fwd_Tilt,Kinematics,1.674,0.276
37,R_Trunk_Fwd_Tilt,Kinematics,1.793,0.283
38,R_Trunk_Fwd_Tilt,Kinematics,1.902,0.293
39,R_Trunk_Fwd_Tilt,Kinematics,1.996,0.306
40,R_Trunk_Fwd_Tilt,Kinematics,2.071,0.323
41,R_Trunk_Fwd_Tilt,Kinematics,2.129,0.34
42,R_Trunk_Fwd_Tilt,Kinematics,2.163,0.362
43,R_Trunk_Fwd_Tilt,Kinematics,2.176,0.382
44,R_Trunk_Fwd_Tilt,Kinematics,2.171,0.402
45,R_Trunk_Fwd_Tilt,Kinematics,2.139,0.426
46,R_Trunk_Fwd_Tilt,Kinematics,2.091,0.445
47,R_Trunk_Fwd_Tilt,Kinematics,2.026,0.468
48,R_Trunk_Fwd_Tilt,Kinematics,1.945,0.492
49,R_Trunk_Fwd_Tilt,Kinematics,1.852,0.515
50,R_Trunk_Fwd_Tilt,Kinematics,1.737,0.539
51,R_Trunk_Fwd_Tilt,Kinematics,1.605,0.562
52,R_Trunk_Fwd_Tilt,Kinematics,1.452,0.579
53,R_Trunk_Fwd_Tilt,Kinematics,1.26,0.601
54,R_Trunk_Fwd_Tilt,Kinematics,1.042,0.614
55,R_Trunk_Fwd_Tilt,Kinematics,0.789,0.627
56,R_Trunk_Fwd_Tilt,Kinematics,0.511,0.641
57,R_Trunk_Fwd_Tilt,Kinematics,0.216,0.644
58,R_Trunk_Fwd_Tilt,Kinematics,-0.081,0.648
59,R_Trunk_Fwd_Tilt,Kinematics,-0.361,0.642
60,R_Trunk_Fwd_Tilt,Kinematics,-0.615,0.64
61,R_Trunk_Fwd_Tilt,Kinematics,-0.814,0.624
62,R_Trunk_Fwd_Tilt,Kinematics,-0.968,0.611
63,R_Trunk_Fwd_Tilt,Kinematics,-1.053,0.6
64,R_Trunk_Fwd_Tilt,Kinematics,-1.078,0.579
65,R_Trunk_Fwd_Tilt,Kinematics,-1.047,0.572
66,R_Trunk_Fwd_Tilt,Kinematics,-0.961,0.557
67,R_Trunk_Fwd_Tilt,Kinematics,-0.842,0.546
68,R_Trunk_Fwd_Tilt,Kinematics,-0.694,0.542
69,R_Trunk_Fwd_Tilt,Kinematics,-0.54,0.538
70,R_Trunk_Fwd_Tilt,Kinematics,-0.393,0.539
71,R_Trunk_Fwd_Tilt,Kinematics,-0.266,0.54
72,R_Trunk_Fwd_Tilt,Kinematics,-0.167,0.546
73,R_Trunk_Fwd_Tilt,Kinematics,-0.103,0.549
74,R_Trunk_Fwd_Tilt,Kinematics,-0.073,0.55
75,R_Trunk_Fwd_Tilt,Kinematics,-0.067,0.547
