Frame,Measurement,Measure_Category,Mean,SD
25,R_Pelvis_Fwd_Tilt,Kinematics,10.704,0.888
26,R_Pelvis_Fwd_Tilt,Kinematics,10.526,0.857
27,R_Pelvis_Fwd_Tilt,Kinematics,10.336,0.823
28,R_Pelvis_Fwd_Tilt,Kinematics,10.145,0.79
29,R_Pelvis_Fwd_Tilt,Kinematics,9.969,0.766
30,R_Pelvis_Fwd_Tilt,Kinematics,9.821,0.75
31,R_Pelvis_Fwd_Tilt,Kinematics,9.713,0.751
32,R_Pelvis_Fwd_Tilt,Kinematics,9.665,0.761
33,R_Pelvis_Fwd_Tilt,Kinematics,9.674,0.777
34,R_Pelvis_Fwd_Tilt,Kinematics,9.744,0.793
35,R_Pelvis_Fwd_Tilt,Kinematics,9.882,0.815
36,R_Pelvis_Fwd_Tilt,Kinematics,10.075,0.835
37,R_Pelvis_Fwd_Tilt,Kinematics,10.315,0.854
38,R_Pelvis_Fwd_Tilt,Kinematics,10.592,0.875
39,R_Pelvis_Fwd_Tilt,Kinematics,10.893,0.894
40,R_Pelvis_Fwd_Tilt,Kinematics,11.205,0.914
41,R_Pelvis_Fwd_Tilt,Kinematics,11.51,0.932
42,R_Pelvis_Fwd_Tilt,Kinematics,11.797,0.95
43,R_Pelvis_Fwd_Tilt,Kinematics,12.059,0.967
44,R_Pelvis_Fwd_Tilt,Kinematics,12.28,0.987
45,R_Pelvis_Fwd_Tilt,Kinematics,12.462,1.009
46,R_Pelvis_Fwd_Tilt,Kinematics,12.606,1.028
47,R_Pelvis_Fwd_Tilt,Kinematics,12.701,1.043
48,R_Pelvis_Fwd_Tilt,Kinematics,12.757,1.047
49,R_Pelvis_Fwd_Tilt,Kinematics,12.776,1.039
50,R_Pelvis_Fwd_Tilt,Kinematics,12.754,1.015
51,R_Pelvis_Fwd_Tilt,Kinematics,12.699,0.978
52,R_Pelvis_Fwd_Tilt,Kinematics,12.617,0.931
53,R_Pelvis_Fwd_Tilt,Kinematics,12.505,0.866
54,R_Pelvis_Fwd_Tilt,Kinematics,12.378,0.793
55,R_Pelvis_Fwd_Tilt,Kinematics,12.241,0.716
56,R_Pelvis_Fwd_Tilt,Kinematics,12.1,0.634
57,R_Pelvis_Fwd_Tilt,Kinematics,11.963,0.558
58,R_Pelvis_Fwd_Tilt,Kinematics,11.829,0.491
59,R_Pelvis_Fwd_Tilt,Kinematics,11.696,0.443
60,R_Pelvis_Fwd_Tilt,Kinematics,11.558,0.41
61,R_Pelvis_Fwd_Tilt,Kinematics,11.41,0.389
62,R_Pelvis_Fwd_Tilt,Kinematics,11.251,0.385
63,R_Pelvis_Fwd_Tilt,Kinematics,11.085,0.39
64,R_Pelvis_Fwd_Tilt,Kinematics,10.921,0.402
65,R_Pelvis_Fwd_Tilt,Kinematics,10.778,0.425
66,R_Pelvis_Fwd_Tilt,Kinematics,10.665,0.453
67,R_Pelvis_Fwd_Tilt,Kinematics,10.59,0.483
68,R_Pelvis_Fwd_Tilt,Kinematics,10.565,0.517
69,R_Pelvis_Fwd_Tilt,Kinematics,10.585,0.548
70,R_Pelvis_Fwd_Tilt,Kinematics,10.64,0.576
71,R_Pelvis_Fwd_Tilt,Kinematics,10.72,0.594
72,R_Pelvis_Fwd_Tilt,Kinematics,10.804,0.599
73,R_Pelvis_Fwd_Tilt,Kinematics,10.882,0.595
74,R_Pelvis_Fwd_Tilt,Kinematics,10.922,0.566
75,R_Pelvis_Fwd_Tilt,Kinematics,10.92,0.533
76,R_Pelvis_Fwd_Tilt,Kinematics,10.878,0.501
77,R_Pelvis_Fwd_Tilt,Kinematics,10.779,0.487
78,R_Pelvis_Fwd_Tilt,Kinematics,10.651,0.5
79,R_Pelvis_Fwd_Tilt,Kinematics,10.506,0.541
80,R_Pelvis_Fwd_Tilt,Kinematics,10.368,0.603
81,R_Pelvis_Fwd_Tilt,Kinematics,10.253,0.666
82,R_Pelvis_Fwd_Tilt,Kinematics,10.166,0.73
83,R_Pelvis_Fwd_Tilt,Kinematics,10.142,0.78
84,R_Pelvis_Fwd_Tilt,Kinematics,10.171,0.818
85,R_Pelvis_Fwd_Tilt,Kinematics,10.249,0.838
86,R_Pelvis_Fwd_Tilt,Kinematics,10.396,0.842
87,R_Pelvis_Fwd_Tilt,Kinematics,10.589,0.831
88,R_Pelvis_Fwd_Tilt,Kinematics,10.817,0.807
89,R_Pelvis_Fwd_Tilt,Kinematics,11.079,0.773
90,R_Pelvis_Fwd_Tilt,Kinematics,11.357,0.727
91,R_Pelvis_Fwd_Tilt,Kinematics,11.641,0.68
92,R_Pelvis_Fwd_Tilt,Kinematics,11.912,0.625
93,R_Pelvis_Fwd_Tilt,Kinematics,12.168,0.573
94,R_Pelvis_Fwd_Tilt,Kinematics,12.405,0.525
95,R_Pelvis_Fwd_Tilt,Kinematics,12.601,0.474
96,R_Pelvis_Fwd_Tilt,Kinematics,12.767,0.432
97,R_Pelvis_Fwd_Tilt,Kinematics,12.91,0.394
98,R_Pelvis_Fwd_Tilt,Kinematics,13.002,0.365
99,R_Pelvis_Fwd_Tilt,Kinematics,13.066,0.352
100,R_Pelvis_Fwd_Tilt,Kinematics,13.104,0.357
1,R_Pelvis_Lat_Tilt,Kinematics,1.688,0.576
2,R_Pelvis_Lat_Tilt,Kinematics,1.873,0.569
3,R_Pelvis_Lat_Tilt,Kinematics,2.103,0.565
4,R_Pelvis_Lat_Tilt,Kinematics,2.382,0.567
5,R_Pelvis_Lat_Tilt,Kinematics,2.706,0.567
6,R_Pelvis_Lat_Tilt,Kinematics,3.03,0.573
7,R_Pelvis_Lat_Tilt,Kinematics,3.352,0.58
8,R_Pelvis_Lat_Tilt,Kinematics,3.644,0.584
9,R_Pelvis_Lat_Tilt,Kinematics,3.92,0.59
10,R_Pelvis_Lat_Tilt,Kinematics,4.177,0.59
11,R_Pelvis_Lat_Tilt,Kinematics,4.422,0.582
12,R_Pelvis_Lat_Tilt,Kinematics,4.667,0.568
13,R_Pelvis_Lat_Tilt,Kinematics,4.916,0.542
14,R_Pelvis_Lat_Tilt,Kinematics,5.149,0.5
15,R_Pelvis_Lat_Tilt,Kinematics,5.358,0.449
16,R_Pelvis_Lat_Tilt,Kinematics,5.522,0.399
17,R_Pelvis_Lat_Tilt,Kinematics,5.582,0.356
18,R_Pelvis_Lat_Tilt,Kinematics,5.554,0.339
19,R_Pelvis_Lat_Tilt,Kinematics,5.412,0.365
20,R_Pelvis_Lat_Tilt,Kinematics,5.143,0.405
21,R_Pelvis_Lat_Tilt,Kinematics,4.792,0.437
22,R_Pelvis_Lat_Tilt,Kinematics,4.369,0.47
23,R_Pelvis_Lat_Tilt,Kinematics,3.903,0.477
24,R_Pelvis_Lat_Tilt,Kinematics,3.428,0.483
25,R_Pelvis_Lat_Tilt,Kinematics,2.963,0.489
26,R_Pelvis_Lat_Tilt,Kinematics,2.542,0.5
27,R_Pelvis_Lat_Tilt,Kinematics,2.165,0.518
28,R_Pelvis_Lat_Tilt,Kinematics,1.843,0.545
29,R_Pelvis_Lat_Tilt,Kinematics,1.584,0.581
30,R_Pelvis_Lat_Tilt,Kinematics,1.367,0.617
31,R_Pelvis_Lat_Tilt,Kinematics,1.194,0.649
32,R_Pelvis_Lat_Tilt,Kinematics,1.052,0.675
33,R_Pelvis_Lat_Tilt,Kinematics,0.936,0.689
34,R_Pelvis_Lat_Tilt,Kinematics,0.839,0.688
35,R_Pelvis_Lat_Tilt,Kinematics,0.755,0.674
36,R_Pelvis_Lat_Tilt,Kinematics,0.684,0.647
37,R_Pelvis_Lat_Tilt,Kinematics,0.62,0.604
38,R_Pelvis_Lat_Tilt,Kinematics,0.574,0.549
39,R_Pelvis_Lat_Tilt,Kinematics,0.548,0.485
40,R_Pelvis_Lat_Tilt,Kinematics,0.542,0.422
41,R_Pelvis_Lat_Tilt,Kinematics,0.562,0.361
42,R_Pelvis_Lat_Tilt,Kinematics,0.605,0.309
43,R_Pelvis_Lat_Tilt,Kinematics,0.669,0.278
44,R_Pelvis_Lat_Tilt,Kinematics,0.748,0.267
45,R_Pelvis_Lat_Tilt,Kinematics,0.833,0.277
46,R_Pelvis_Lat_Tilt,Kinematics,0.917,0.304
47,R_Pelvis_Lat_Tilt,Kinematics,0.985,0.338
48,R_Pelvis_Lat_Tilt,Kinematics,1.027,0.373
49,R_Pelvis_Lat_Tilt,Kinematics,1.034,0.41
50,R_Pelvis_Lat_Tilt,Kinematics,0.983,0.442
51,R_Pelvis_Lat_Tilt,Kinematics,0.88,0.481
52,R_Pelvis_Lat_Tilt,Kinematics,0.728,0.532
53,R_Pelvis_Lat_Tilt,Kinematics,0.51,0.582
54,R_Pelvis_Lat_Tilt,Kinematics,0.257,0.64
55,R_Pelvis_Lat_Tilt,Kinematics,-0.024,0.685
56,R_Pelvis_Lat_Tilt,Kinematics,-0.32,0.72
57,R_Pelvis_Lat_Tilt,Kinematics,-0.605,0.735
58,R_Pelvis_Lat_Tilt,Kinematics,-0.878,0.737
59,R_Pelvis_Lat_Tilt,Kinematics,-1.125,0.733
60,R_Pelvis_Lat_Tilt,Kinematics,-1.356,0.724
61,R_Pelvis_Lat_Tilt,Kinematics,-1.576,0.725
62,R_Pelvis_Lat_Tilt,Kinematics,-1.785,0.718
63,R_Pelvis_Lat_Tilt,Kinematics,-1.992,0.715
64,R_Pelvis_Lat_Tilt,Kinematics,-2.189,0.703
65,R_Pelvis_Lat_Tilt,Kinematics,-2.353,0.668
66,R_Pelvis_Lat_Tilt,Kinematics,-2.475,0.61
67,R_Pelvis_Lat_Tilt,Kinematics,-2.539,0.544
68,R_Pelvis_Lat_Tilt,Kinematics,-2.516,0.454
69,R_Pelvis_Lat_Tilt,Kinematics,-2.407,0.371
70,R_Pelvis_Lat_Tilt,Kinematics,-2.222,0.323
71,R_Pelvis_Lat_Tilt,Kinematics,-1.96,0.297
72,R_Pelvis_Lat_Tilt,Kinematics,-1.647,0.297
73,R_Pelvis_Lat_Tilt,Kinematics,-1.305,0.31
74,R_Pelvis_Lat_Tilt,Kinematics,-0.959,0.31
75,R_Pelvis_Lat_Tilt,Kinematics,-0.627,0.301
76,R_Pelvis_Lat_Tilt,Kinematics,-0.317,0.285
77,R_Pelvis_Lat_Tilt,Kinematics,-0.045,0.265
78,R_Pelvis_Lat_Tilt,Kinematics,0.206,0.253
79,R_Pelvis_Lat_Tilt,Kinematics,0.439,0.247
80,R_Pelvis_Lat_Tilt,Kinematics,0.668,0.243
81,R_Pelvis_Lat_Tilt,Kinematics,0.899,0.244
82,R_Pelvis_Lat_Tilt,Kinematics,1.132,0.245
83,R_Pelvis_Lat_Tilt,Kinematics,1.367,0.245
84,R_Pelvis_Lat_Tilt,Kinematics,1.591,0.24
85,R_Pelvis_Lat_Tilt,Kinematics,1.803,0.231
86,R_Pelvis_Lat_Tilt,Kinematics,1.982,0.213
87,R_Pelvis_Lat_Tilt,Kinematics,2.127,0.191
88,R_Pelvis_Lat_Tilt,Kinematics,2.243,0.171
89,R_Pelvis_Lat_Tilt,Kinematics,2.307,0.155
90,R_Pelvis_Lat_Tilt,Kinematics,2.336,0.155
91,R_Pelvis_Lat_Tilt,Kinematics,2.336,0.17
92,R_Pelvis_Lat_Tilt,Kinematics,2.288,0.2
93,R_Pelvis_Lat_Tilt,Kinematics,2.214,0.24
94,R_Pelvis_Lat_Tilt,Kinematics,2.117,0.286
95,R_Pelvis_Lat_Tilt,Kinematics,1.99,0.327
96,R_Pelvis_Lat_Tilt,Kinematics,1.858,0.361
97,R_Pelvis_Lat_Tilt,Kinematics,1.724,0.39
98,R_Pelvis_Lat_Tilt,Kinematics,1.624,0.394
99,R_Pelvis_Lat_Tilt,Kinematics,1.566,0.383
100,R_Pelvis_Lat_Tilt,Kinematics,1.549,0.366
1,R_HIP_Flex_ANG,Kinematics,39.362,1.293
2,R_HIP_Flex_ANG,Kinematics,39.087,1.253
3,R_HIP_Flex_ANG,Kinematics,38.692,1.227
4,R_HIP_Flex_ANG,Kinematics,38.162,1.212
5,R_HIP_Flex_ANG,Kinematics,37.534,1.215
6,R_HIP_Flex_ANG,Kinematics,36.928,1.229
7,R_HIP_Flex_ANG,Kinematics,36.363,1.251
8,R_HIP_Flex_ANG,Kinematics,35.923,1.284
9,R_HIP_Flex_ANG,Kinematics,35.522,1.318
10,R_HIP_Flex_ANG,Kinematics,35.176,1.346
11,R_HIP_Flex_ANG,Kinematics,34.789,1.376
12,R_HIP_Flex_ANG,Kinematics,34.355,1.412
13,R_HIP_Flex_ANG,Kinematics,33.846,1.458
14,R_HIP_Flex_ANG,Kinematics,33.218,1.504
15,R_HIP_Flex_ANG,Kinematics,32.51,1.555
16,R_HIP_Flex_ANG,Kinematics,31.709,1.596
17,R_HIP_Flex_ANG,Kinematics,30.805,1.622
18,R_HIP_Flex_ANG,Kinematics,29.822,1.633
19,R_HIP_Flex_ANG,Kinematics,28.76,1.625
20,R_HIP_Flex_ANG,Kinematics,27.599,1.599
21,R_HIP_Flex_ANG,Kinematics,26.363,1.567
22,R_HIP_Flex_ANG,Kinematics,25.047,1.524
23,R_HIP_Flex_ANG,Kinematics,23.63,1.48
