Frame,Measurement,Measure_Category,Mean,SD
1,R_Trunk_Fwd_Tilt,Kinematics,0.674,0.597
2,R_Trunk_Fwd_Tilt,Kinematics,0.681,0.593
3,R_Trunk_Fwd_Tilt,Kinematics,0.681,0.593
4,R_Trunk_Fwd_Tilt,Kinematics,0.672,0.598
5,R_Trunk_Fwd_Tilt,Kinematics,0.643,0.607
6,R_Trunk_Fwd_Tilt,Kinematics,0.592,0.62
7,R_Trunk_Fwd_Tilt,Kinematics,0.526,0.634
8,R_Trunk_Fwd_Tilt,Kinematics,0.442,0.648
9,R_Trunk_Fwd_Tilt,Kinematics,0.346,0.656
10,R_Trunk_Fwd_Tilt,Kinematics,0.248,0.658
11,R_Trunk_Fwd_Tilt,Kinematics,0.152,0.656
12,R_Trunk_Fwd_Tilt,Kinematics,0.066,0.65
13,R_Trunk_Fwd_Tilt,Kinematics,-0.009,0.642
14,R_Trunk_Fwd_Tilt,Kinematics,-0.074,0.636
15,R_Trunk_Fwd_Tilt,Kinematics,-0.125,0.633
16,R_Trunk_Fwd_Tilt,Kinematics,-0.168,0.635
17,R_Trunk_Fwd_Tilt,Kinematics,-0.206,0.64
18,R_Trunk_Fwd_Tilt,Kinematics,-0.243,0.647
19,R_Trunk_Fwd_Tilt,Kinematics,-0.285,0.652
20,R_Trunk_Fwd_Tilt,Kinematics,-0.331,0.655
21,R_Trunk_Fwd_Tilt,Kinematics,-0.384,0.655
22,R_Trunk_Fwd_Tilt,Kinematics,-0.443,0.65
23,R_Trunk_Fwd_Tilt,Kinematics,-0.506,0.64
24,R_Trunk_Fwd_Tilt,Kinematics,-0.57,0.629
25,R_Trunk_Fwd_Tilt,Kinematics,-0.631,0.615
26,R_Trunk_Fwd_Tilt,Kinematics,-0.683,0.6
27,R_Trunk_Fwd_Tilt,Kinematics,-0.726,0.586
28,R_Trunk_Fwd_Tilt,Kinematics,-0.755,0.573
29,R_Trunk_Fwd_Tilt,Kinematics,-0.77,0.559
30,R_Trunk_Fwd_Tilt,Kinematics,-0.77,0.545
31,R_Trunk_Fwd_Tilt,Kinematics,-0.756,0.53
32,R_Trunk_Fwd_Tilt,Kinematics,-0.729,0.515
33,R_Trunk_Fwd_Tilt,Kinematics,-0.692,0.499
34,R_Trunk_Fwd_Tilt,Kinematics,-0.646,0.483
35,R_Trunk_Fwd_Tilt,Kinematics,-0.591,0.467
36,R_Trunk_Fwd_Tilt,Kinematics,-0.533,0.451
37,R_Trunk_Fwd_Tilt,Kinematics,-0.471,0.435
38,R_Trunk_Fwd_Tilt,Kinematics,-0.408,0.42
39,R_Trunk_Fwd_Tilt,Kinematics,-0.346,0.406
40,R_Trunk_Fwd_Tilt,Kinematics,-0.287,0.391
41,R_Trunk_Fwd_Tilt,Kinematics,-0.232,0.372
42,R_Trunk_Fwd_Tilt,Kinematics,-0.184,0.351
43,R_Trunk_Fwd_Tilt,Kinematics,-0.14,0.323
44,R_Trunk_Fwd_Tilt,Kinematics,-0.098,0.292
45,R_Trunk_Fwd_Tilt,Kinematics,-0.055,0.262
46,R_Trunk_Fwd_Tilt,Kinematics,-0.006,0.234
47,R_Trunk_Fwd_Tilt,Kinematics,0.051,0.216
48,R_Trunk_Fwd_Tilt,Kinematics,0.117,0.207
49,R_Trunk_Fwd_Tilt,Kinematics,0.186,0.206
50,R_Trunk_Fwd_Tilt,Kinematics,0.251,0.213
51,R_Trunk_Fwd_Tilt,Kinematics,0.304,0.227
52,R_Trunk_Fwd_Tilt,Kinematics,0.338,0.251
53,R_Trunk_Fwd_Tilt,Kinematics,0.343,0.286
54,R_Trunk_Fwd_Tilt,Kinematics,0.323,0.332
55,R_Trunk_Fwd_Tilt,Kinematics,0.271,0.39
56,R_Trunk_Fwd_Tilt,Kinematics,0.2,0.456
57,R_Trunk_Fwd_Tilt,Kinematics,0.12,0.528
58,R_Trunk_Fwd_Tilt,Kinematics,0.041,0.6
59,R_Trunk_Fwd_Tilt,Kinematics,-0.026,0.663
60,R_Trunk_Fwd_Tilt,Kinematics,-0.068,0.717
61,R_Trunk_Fwd_Tilt,Kinematics,-0.085,0.756
62,R_Trunk_Fwd_Tilt,Kinematics,-0.072,0.775
63,R_Trunk_Fwd_Tilt,Kinematics,-0.036,0.781
64,R_Trunk_Fwd_Tilt,Kinematics,0.016,0.778
65,R_Trunk_Fwd_Tilt,Kinematics,0.079,0.768
66,R_Trunk_Fwd_Tilt,Kinematics,0.14,0.758
67,R_Trunk_Fwd_Tilt,Kinematics,0.19,0.745
68,R_Trunk_Fwd_Tilt,Kinematics,0.224,0.734
69,R_Trunk_Fwd_Tilt,Kinematics,0.234,0.726
70,R_Trunk_Fwd_Tilt,Kinematics,0.219,0.716
71,R_Trunk_Fwd_Tilt,Kinematics,0.18,0.705
72,R_Trunk_Fwd_Tilt,Kinematics,0.121,0.694
73,R_Trunk_Fwd_Tilt,Kinematics,0.048,0.682
74,R_Trunk_Fwd_Tilt,Kinematics,-0.031,0.668
75,R_Trunk_Fwd_Tilt,Kinematics,-0.11,0.652
76,R_Trunk_Fwd_Tilt,Kinematics,-0.182,0.634
77,R_Trunk_Fwd_Tilt,Kinematics,-0.244,0.617
78,R_Trunk_Fwd_Tilt,Kinematics,-0.29,0.598
79,R_Trunk_Fwd_Tilt,Kinematics,-0.322,0.58
80,R_Trunk_Fwd_Tilt,Kinematics,-0.338,0.564
81,R_Trunk_Fwd_Tilt,Kinematics,-0.338,0.547
82,R_Trunk_Fwd_Tilt,Kinematics,-0.323,0.53
83,R_Trunk_Fwd_Tilt,Kinematics,-0.298,0.512
84,R_Trunk_Fwd_Tilt,Kinematics,-0.259,0.493
85,R_Trunk_Fwd_Tilt,Kinematics,-0.213,0.472
86,R_Trunk_Fwd_Tilt,Kinematics,-0.162,0.45
87,R_Trunk_Fwd_Tilt,Kinematics,-0.106,0.428
88,R_Trunk_Fwd_Tilt,Kinematics,-0.049,0.405
89,R_Trunk_Fwd_Tilt,Kinematics,0.006,0.385
90,R_Trunk_Fwd_Tilt,Kinematics,0.056,0.366
91,R_Trunk_Fwd_Tilt,Kinematics,0.096,0.35
92,R_Trunk_Fwd_Tilt,Kinematics,0.127,0.336
93,R_Trunk_Fwd_Tilt,Kinematics,0.147,0.326
94,R_Trunk_Fwd_Tilt,Kinematics,0.154,0.319
95,R_Trunk_Fwd_Tilt,Kinematics,0.154,0.318
96,R_Trunk_Fwd_Tilt,Kinematics,0.151,0.325
97,R_Trunk_Fwd_Tilt,Kinematics,0.149,0.341
98,R_Trunk_Fwd_Tilt,Kinematics,0.152,0.361
99,R_Trunk_Fwd_Tilt,Kinematics,0.161,0.382
100,R_Trunk_Fwd_Tilt,Kinematics,0.174,0.4
1,R_Trunk_Lat_Tilt,Kinematics,-1.054,0.302
2,R_Trunk_Lat_Tilt,Kinematics,-1.176,0.298
3,R_Trunk_Lat_Tilt,Kinematics,-1.295,0.301
4,R_Trunk_Lat_Tilt,Kinematics,-1.41,0.311
5,R_Trunk_Lat_Tilt,Kinematics,-1.519,0.332
6,R_Trunk_Lat_Tilt,Kinematics,-1.614,0.368
7,R_Trunk_Lat_Tilt,Kinematics,-1.695,0.414
8,R_Trunk_Lat_Tilt,Kinematics,-1.753,0.471
9,R_Trunk_Lat_Tilt,Kinematics,-1.776,0.527
10,R_Trunk_Lat_Tilt,Kinematics,-1.78,0.575
11,R_Trunk_Lat_Tilt,Kinematics,-1.766,0.612
12,R_Trunk_Lat_Tilt,Kinematics,-1.736,0.628
13,R_Trunk_Lat_Tilt,Kinematics,-1.698,0.63
14,R_Trunk_Lat_Tilt,Kinematics,-1.654,0.623
15,R_Trunk_Lat_Tilt,Kinematics,-1.601,0.61
16,R_Trunk_Lat_Tilt,Kinematics,-1.538,0.598
17,R_Trunk_Lat_Tilt,Kinematics,-1.465,0.589
18,R_Trunk_Lat_Tilt,Kinematics,-1.381,0.581
19,R_Trunk_Lat_Tilt,Kinematics,-1.284,0.578
20,R_Trunk_Lat_Tilt,Kinematics,-1.181,0.58
21,R_Trunk_Lat_Tilt,Kinematics,-1.071,0.584
22,R_Trunk_Lat_Tilt,Kinematics,-0.956,0.594
23,R_Trunk_Lat_Tilt,Kinematics,-0.839,0.605
24,R_Trunk_Lat_Tilt,Kinematics,-0.72,0.616
25,R_Trunk_Lat_Tilt,Kinematics,-0.599,0.624
26,R_Trunk_Lat_Tilt,Kinematics,-0.475,0.628
27,R_Trunk_Lat_Tilt,Kinematics,-0.347,0.628
28,R_Trunk_Lat_Tilt,Kinematics,-0.216,0.624
29,R_Trunk_Lat_Tilt,Kinematics,-0.081,0.616
30,R_Trunk_Lat_Tilt,Kinematics,0.056,0.607
31,R_Trunk_Lat_Tilt,Kinematics,0.194,0.596
32,R_Trunk_Lat_Tilt,Kinematics,0.333,0.584
33,R_Trunk_Lat_Tilt,Kinematics,0.469,0.575
34,R_Trunk_Lat_Tilt,Kinematics,0.601,0.569
35,R_Trunk_Lat_Tilt,Kinematics,0.726,0.566
36,R_Trunk_Lat_Tilt,Kinematics,0.845,0.567
37,R_Trunk_Lat_Tilt,Kinematics,0.957,0.57
38,R_Trunk_Lat_Tilt,Kinematics,1.06,0.574
39,R_Trunk_Lat_Tilt,Kinematics,1.16,0.578
