Frame,Measurement,Measure_Category,Mean,SD
1,R_Trunk_Fwd_Tilt,Kinematics,-0.209,0.956
2,R_Trunk_Fwd_Tilt,Kinematics,-0.221,0.942
3,R_Trunk_Fwd_Tilt,Kinematics,-0.253,0.932
4,R_Trunk_Fwd_Tilt,Kinematics,-0.314,0.922
5,R_Trunk_Fwd_Tilt,Kinematics,-0.409,0.916
6,R_Trunk_Fwd_Tilt,Kinematics,-0.532,0.909
7,R_Trunk_Fwd_Tilt,Kinematics,-0.679,0.901
8,R_Trunk_Fwd_Tilt,Kinematics,-0.838,0.892
9,R_Trunk_Fwd_Tilt,Kinematics,-0.999,0.88
10,R_Trunk_Fwd_Tilt,Kinematics,-1.151,0.864
11,R_Trunk_Fwd_Tilt,Kinematics,-1.289,0.841
12,R_Trunk_Fwd_Tilt,Kinematics,-1.405,0.812
13,R_Trunk_Fwd_Tilt,Kinematics,-1.498,0.777
14,R_Trunk_Fwd_Tilt,Kinematics,-1.564,0.736
15,R_Trunk_Fwd_Tilt,Kinematics,-1.601,0.692
16,R_Trunk_Fwd_Tilt,Kinematics,-1.61,0.644
17,R_Trunk_Fwd_Tilt,Kinematics,-1.589,0.594
18,R_Trunk_Fwd_Tilt,Kinematics,-1.542,0.545
19,R_Trunk_Fwd_Tilt,Kinematics,-1.473,0.499
20,R_Trunk_Fwd_Tilt,Kinematics,-1.388,0.457
21,R_Trunk_Fwd_Tilt,Kinematics,-1.293,0.421
22,R_Trunk_Fwd_Tilt,Kinematics,-1.19,0.39
23,R_Trunk_Fwd_Tilt,Kinematics,-1.082,0.366
24,R_Trunk_Fwd_Tilt,Kinematics,-0.972,0.346
25,R_Trunk_Fwd_Tilt,Kinematics,-0.863,0.33
26,R_Trunk_Fwd_Tilt,Kinematics,-0.757,0.319
27,R_Trunk_Fwd_Tilt,Kinematics,-0.655,0.312
28,R_Trunk_Fwd_Tilt,Kinematics,-0.554,0.311
29,R_Trunk_Fwd_Tilt,Kinematics,-0.453,0.315
30,R_Trunk_Fwd_Tilt,Kinematics,-0.349,0.324
31,R_Trunk_Fwd_Tilt,Kinematics,-0.244,0.335
32,R_Trunk_Fwd_Tilt,Kinematics,-0.137,0.349
33,R_Trunk_Fwd_Tilt,Kinematics,-0.028,0.364
34,R_Trunk_Fwd_Tilt,Kinematics,0.085,0.38
35,R_Trunk_Fwd_Tilt,Kinematics,0.205,0.399
36,R_Trunk_Fwd_Tilt,Kinematics,0.331,0.42
37,R_Trunk_Fwd_Tilt,Kinematics,0.465,0.441
38,R_Trunk_Fwd_Tilt,Kinematics,0.603,0.462
39,R_Trunk_Fwd_Tilt,Kinematics,0.743,0.483
40,R_Trunk_Fwd_Tilt,Kinematics,0.882,0.503
41,R_Trunk_Fwd_Tilt,Kinematics,1.017,0.522
42,R_Trunk_Fwd_Tilt,Kinematics,1.144,0.538
43,R_Trunk_Fwd_Tilt,Kinematics,1.26,0.552
44,R_Trunk_Fwd_Tilt,Kinematics,1.359,0.56
45,R_Trunk_Fwd_Tilt,Kinematics,1.438,0.564
46,R_Trunk_Fwd_Tilt,Kinematics,1.495,0.565
47,R_Trunk_Fwd_Tilt,Kinematics,1.533,0.562
48,R_Trunk_Fwd_Tilt,Kinematics,1.555,0.557
49,R_Trunk_Fwd_Tilt,Kinematics,1.565,0.549
50,R_Trunk_Fwd_Tilt,Kinematics,1.564,0.539
51,R_Trunk_Fwd_Tilt,Kinematics,1.548,0.526
52,R_Trunk_Fwd_Tilt,Kinematics,1.508,0.51
53,R_Trunk_Fwd_Tilt,Kinematics,1.44,0.494
54,R_Trunk_Fwd_Tilt,Kinematics,1.335,0.478
55,R_Trunk_Fwd_Tilt,Kinematics,1.197,0.465
56,R_Trunk_Fwd_Tilt,Kinematics,1.031,0.457
57,R_Trunk_Fwd_Tilt,Kinematics,0.848,0.456
58,R_Trunk_Fwd_Tilt,Kinematics,0.66,0.462
59,R_Trunk_Fwd_Tilt,Kinematics,0.477,0.472
60,R_Trunk_Fwd_Tilt,Kinematics,0.309,0.485
61,R_Trunk_Fwd_Tilt,Kinematics,0.16,0.496
62,R_Trunk_Fwd_Tilt,Kinematics,0.033,0.506
63,R_Trunk_Fwd_Tilt,Kinematics,-0.071,0.512
64,R_Trunk_Fwd_Tilt,Kinematics,-0.15,0.511
65,R_Trunk_Fwd_Tilt,Kinematics,-0.21,0.504
66,R_Trunk_Fwd_Tilt,Kinematics,-0.253,0.489
67,R_Trunk_Fwd_Tilt,Kinematics,-0.284,0.468
68,R_Trunk_Fwd_Tilt,Kinematics,-0.307,0.444
69,R_Trunk_Fwd_Tilt,Kinematics,-0.33,0.417
70,R_Trunk_Fwd_Tilt,Kinematics,-0.353,0.392
71,R_Trunk_Fwd_Tilt,Kinematics,-0.382,0.371
72,R_Trunk_Fwd_Tilt,Kinematics,-0.416,0.358
73,R_Trunk_Fwd_Tilt,Kinematics,-0.456,0.351
74,R_Trunk_Fwd_Tilt,Kinematics,-0.5,0.351
75,R_Trunk_Fwd_Tilt,Kinematics,-0.545,0.355
76,R_Trunk_Fwd_Tilt,Kinematics,-0.589,0.363
77,R_Trunk_Fwd_Tilt,Kinematics,-0.627,0.373
78,R_Trunk_Fwd_Tilt,Kinematics,-0.656,0.385
79,R_Trunk_Fwd_Tilt,Kinematics,-0.673,0.397
80,R_Trunk_Fwd_Tilt,Kinematics,-0.676,0.408
81,R_Trunk_Fwd_Tilt,Kinematics,-0.664,0.418
82,R_Trunk_Fwd_Tilt,Kinematics,-0.636,0.429
83,R_Trunk_Fwd_Tilt,Kinematics,-0.592,0.439
84,R_Trunk_Fwd_Tilt,Kinematics,-0.534,0.45
85,R_Trunk_Fwd_Tilt,Kinematics,-0.462,0.459
86,R_Trunk_Fwd_Tilt,Kinematics,-0.378,0.468
87,R_Trunk_Fwd_Tilt,Kinematics,-0.28,0.474
88,R_Trunk_Fwd_Tilt,Kinematics,-0.17,0.477
89,R_Trunk_Fwd_Tilt,Kinematics,-0.049,0.475
90,R_Trunk_Fwd_Tilt,Kinematics,0.078,0.47
91,R_Trunk_Fwd_Tilt,Kinematics,0.205,0.464
92,R_Trunk_Fwd_Tilt,Kinematics,0.327,0.46
93,R_Trunk_Fwd_Tilt,Kinematics,0.436,0.458
94,R_Trunk_Fwd_Tilt,Kinematics,0.527,0.459
95,R_Trunk_Fwd_Tilt,Kinematics,0.6,0.464
96,R_Trunk_Fwd_Tilt,Kinematics,0.651,0.469
97,R_Trunk_Fwd_Tilt,Kinematics,0.688,0.473
98,R_Trunk_Fwd_Tilt,Kinematics,0.711,0.475
99,R_Trunk_Fwd_Tilt,Kinematics,0.725,0.474
100,R_Trunk_Fwd_Tilt,Kinematics,0.732,0.473
1,R_Trunk_Lat_Tilt,Kinematics,-1.434,0.37
2,R_Trunk_Lat_Tilt,Kinematics,-1.535,0.38
3,R_Trunk_Lat_Tilt,Kinematics,-1.626,0.39
4,R_Trunk_Lat_Tilt,Kinematics,-1.702,0.399
5,R_Trunk_Lat_Tilt,Kinematics,-1.762,0.407
6,R_Trunk_Lat_Tilt,Kinematics,-1.814,0.417
7,R_Trunk_Lat_Tilt,Kinematics,-1.861,0.429
8,R_Trunk_Lat_Tilt,Kinematics,-1.912,0.443
9,R_Trunk_Lat_Tilt,Kinematics,-1.968,0.459
10,R_Trunk_Lat_Tilt,Kinematics,-2.024,0.478
11,R_Trunk_Lat_Tilt,Kinematics,-2.075,0.499
12,R_Trunk_Lat_Tilt,Kinematics,-2.112,0.522
13,R_Trunk_Lat_Tilt,Kinematics,-2.132,0.545
14,R_Trunk_Lat_Tilt,Kinematics,-2.136,0.565
15,R_Trunk_Lat_Tilt,Kinematics,-2.13,0.582
16,R_Trunk_Lat_Tilt,Kinematics,-2.123,0.594
17,R_Trunk_Lat_Tilt,Kinematics,-2.123,0.599
18,R_Trunk_Lat_Tilt,Kinematics,-2.134,0.598
19,R_Trunk_Lat_Tilt,Kinematics,-2.157,0.593
20,R_Trunk_Lat_Tilt,Kinematics,-2.184,0.582
21,R_Trunk_Lat_Tilt,Kinematics,-2.206,0.568
22,R_Trunk_Lat_Tilt,Kinematics,-2.214,0.552
23,R_Trunk_Lat_Tilt,Kinematics,-2.202,0.536
24,R_Trunk_Lat_Tilt,Kinematics,-2.168,0.521
25,R_Trunk_Lat_Tilt,Kinematics,-2.113,0.506
26,R_Trunk_Lat_Tilt,Kinematics,-2.04,0.492
27,R_Trunk_Lat_Tilt,Kinematics,-1.954,0.478
28,R_Trunk_Lat_Tilt,Kinematics,-1.859,0.466
29,R_Trunk_Lat_Tilt,Kinematics,-1.758,0.455
30,R_Trunk_Lat_Tilt,Kinematics,-1.656,0.446
31,R_Trunk_Lat_Tilt,Kinematics,-1.555,0.44
32,R_Trunk_Lat_Tilt,Kinematics,-1.458,0.434
33,R_Trunk_Lat_Tilt,Kinematics,-1.365,0.428
34,R_Trunk_Lat_Tilt,Kinematics,-1.277,0.423
35,R_Trunk_Lat_Tilt,Kinematics,-1.193,0.417
36,R_Trunk_Lat_Tilt,Kinematics,-1.113,0.412
37,R_Trunk_Lat_Tilt,Kinematics,-1.037,0.406
38,R_Trunk_Lat_Tilt,Kinematics,-0.966,0.401
39,R_Trunk_Lat_Tilt,Kinematics,-0.9,0.395
40,R_Trunk_Lat_Tilt,Kinematics,-0.84,0.388
41,R_Trunk_Lat_Tilt,Kinematics,-0.787,0.379
42,R_Trunk_Lat_Tilt,Kinematics,-0.743,0.369
43,R_Trunk_Lat_Tilt,Kinematics,-0.707,0.359
44,R_Trunk_Lat_Tilt,Kinematics,-0.676,0.349
45,R_Trunk_Lat_Tilt,Kinematics,-0.644,0.341
46,R_Trunk_Lat_Tilt,Kinematics,-0.602,0.337
47,R_Trunk_Lat_Tilt,Kinematics,-0.543,0.336
48,R_Trunk_Lat_Tilt,Kinematics,-0.461,0.338
49,R_Trunk_Lat_Tilt,Kinematics,-0.351,0.343
50,R_Trunk_Lat_Tilt,Kinematics,-0.223,0.348
51,R_Trunk_Lat_Tilt,Kinematics,-0.087,0.352
52,R_Trunk_Lat_Tilt,Kinematics,0.038,0.353
53,R_Trunk_Lat_Tilt,Kinematics,0.142,0.353
54,R_Trunk_Lat_Tilt,Kinematics,0.211,0.349
55,R_Trunk_Lat_Tilt,Kinematics,0.251,0.344
56,R_Trunk_Lat_Tilt,Kinematics,0.268,0.34
57,R_Trunk_Lat_Tilt,Kinematics,0.273,0.337
58,R_Trunk_Lat_Tilt,Kinematics,0.276,0.339
59,R_Trunk_Lat_Tilt,Kinematics,0.284,0.344
60,R_Trunk_Lat_Tilt,Kinematics,0.293,0.352
61,R_Trunk_Lat_Tilt,Kinematics,0.3,0.362
62,R_Trunk_Lat_Tilt,Kinematics,0.302,0.372
63,R_Trunk_Lat_Tilt,Kinematics,0.297,0.38
64,R_Trunk_Lat_Tilt,Kinematics,0.285,0.383
65,R_Trunk_Lat_Tilt,Kinematics,0.272,0.379
66,R_Trunk_Lat_Tilt,Kinematics,0.264,0.368
67,R_Trunk_Lat_Tilt,Kinematics,0.264,0.354
68,R_Trunk_Lat_Tilt,Kinematics,0.272,0.338
69,R_Trunk_Lat_Tilt,Kinematics,0.284,0.323
70,R_Trunk_Lat_Tilt,Kinematics,0.291,0.309
71,R_Trunk_Lat_Tilt,Kinematics,0.288,0.298
72,R_Trunk_Lat_Tilt,Kinematics,0.266,0.292
73,R_Trunk_Lat_Tilt,Kinematics,0.226,0.287
74,R_Trunk_Lat_Tilt,Kinematics,0.166,0.285
75,R_Trunk_Lat_Tilt,Kinematics,0.091,0.285
76,R_Trunk_Lat_Tilt,Kinematics,0.002,0.285
77,R_Trunk_Lat_Tilt,Kinematics,-0.094,0.284
78,R_Trunk_Lat_Tilt,Kinematics,-0.193,0.28
79,R_Trunk_Lat_Tilt,Kinematics,-0.29,0.273
80,R_Trunk_Lat_Tilt,Kinematics,-0.381,0.262
81,R_Trunk_Lat_Tilt,Kinematics,-0.461,0.249
82,R_Trunk_Lat_Tilt,Kinematics,-0.532,0.234
83,R_Trunk_Lat_Tilt,Kinematics,-0.592,0.218
84,R_Trunk_Lat_Tilt,Kinematics,-0.645,0.204
85,R_Trunk_Lat_Tilt,Kinematics,-0.694,0.191
86,R_Trunk_Lat_Tilt,Kinematics,-0.741,0.181
87,R_Trunk_Lat_Tilt,Kinematics,-0.791,0.175
88,R_Trunk_Lat_Tilt,Kinematics,-0.843,0.173
89,R_Trunk_Lat_Tilt,Kinematics,-0.898,0.176
90,R_Trunk_Lat_Tilt,Kinematics,-0.953,0.182
91,R_Trunk_Lat_Tilt,Kinematics,-1.008,0.188
92,R_Trunk_Lat_Tilt,Kinematics,-1.059,0.195
93,R_Trunk_Lat_Tilt,Kinematics,-1.104,0.201
94,R_Trunk_Lat_Tilt,Kinematics,-1.143,0.205
95,R_Trunk_Lat_Tilt,Kinematics,-1.18,0.208
96,R_Trunk_Lat_Tilt,Kinematics,-1.219,0.212
97,R_Trunk_Lat_Tilt,Kinematics,-1.266,0.216
98,R_Trunk_Lat_Tilt,Kinematics,-1.329,0.223
99,R_Trunk_Lat_Tilt,Kinematics,-1.41,0.23
100,R_Trunk_Lat_Tilt,Kinematics,-1.507,0.238
1,R_Pelvis_Fwd_Tilt,Kinematics,5.305,0.79
2,R_Pelvis_Fwd_Tilt,Kinematics,5.294,0.802
3,R_Pelvis_Fwd_Tilt,Kinematics,5.256,0.807
4,R_Pelvis_Fwd_Tilt,Kinematics,5.176,0.799
5,R_Pelvis_Fwd_Tilt,Kinematics,5.052,0.777
6,R_Pelvis_Fwd_Tilt,Kinematics,4.9,0.741
7,R_Pelvis_Fwd_Tilt,Kinematics,4.736,0.696
8,R_Pelvis_Fwd_Tilt,Kinematics,4.587,0.648
9,R_Pelvis_Fwd_Tilt,Kinematics,4.468,0.605
10,R_Pelvis_Fwd_Tilt,Kinematics,4.386,0.572
11,R_Pelvis_Fwd_Tilt,Kinematics,4.327,0.548
12,R_Pelvis_Fwd_Tilt,Kinematics,4.272,0.529
13,R_Pelvis_Fwd_Tilt,Kinematics,4.199,0.512
14,R_Pelvis_Fwd_Tilt,Kinematics,4.095,0.495
15,R_Pelvis_Fwd_Tilt,Kinematics,3.954,0.472
16,R_Pelvis_Fwd_Tilt,Kinematics,3.781,0.446
17,R_Pelvis_Fwd_Tilt,Kinematics,3.587,0.418
18,R_Pelvis_Fwd_Tilt,Kinematics,3.385,0.392
19,R_Pelvis_Fwd_Tilt,Kinematics,3.192,0.369
20,R_Pelvis_Fwd_Tilt,Kinematics,3.023,0.353
21,R_Pelvis_Fwd_Tilt,Kinematics,2.891,0.347
22,R_Pelvis_Fwd_Tilt,Kinematics,2.812,0.35
23,R_Pelvis_Fwd_Tilt,Kinematics,2.788,0.368
24,R_Pelvis_Fwd_Tilt,Kinematics,2.815,0.39
25,R_Pelvis_Fwd_Tilt,Kinematics,2.881,0.415
26,R_Pelvis_Fwd_Tilt,Kinematics,2.966,0.439
27,R_Pelvis_Fwd_Tilt,Kinematics,3.053,0.462
28,R_Pelvis_Fwd_Tilt,Kinematics,3.129,0.484
29,R_Pelvis_Fwd_Tilt,Kinematics,3.185,0.505
30,R_Pelvis_Fwd_Tilt,Kinematics,3.218,0.522
31,R_Pelvis_Fwd_Tilt,Kinematics,3.227,0.532
32,R_Pelvis_Fwd_Tilt,Kinematics,3.219,0.536
33,R_Pelvis_Fwd_Tilt,Kinematics,3.204,0.534
34,R_Pelvis_Fwd_Tilt,Kinematics,3.193,0.529
35,R_Pelvis_Fwd_Tilt,Kinematics,3.2,0.525
36,R_Pelvis_Fwd_Tilt,Kinematics,3.234,0.528
37,R_Pelvis_Fwd_Tilt,Kinematics,3.3,0.539
38,R_Pelvis_Fwd_Tilt,Kinematics,3.396,0.563
39,R_Pelvis_Fwd_Tilt,Kinematics,3.521,0.598
40,R_Pelvis_Fwd_Tilt,Kinematics,3.668,0.639
41,R_Pelvis_Fwd_Tilt,Kinematics,3.828,0.684
42,R_Pelvis_Fwd_Tilt,Kinematics,3.988,0.722
43,R_Pelvis_Fwd_Tilt,Kinematics,4.131,0.748
44,R_Pelvis_Fwd_Tilt,Kinematics,4.237,0.752
45,R_Pelvis_Fwd_Tilt,Kinematics,4.298,0.74
46,R_Pelvis_Fwd_Tilt,Kinematics,4.307,0.716
47,R_Pelvis_Fwd_Tilt,Kinematics,4.276,0.689
48,R_Pelvis_Fwd_Tilt,Kinematics,4.225,0.665
49,R_Pelvis_Fwd_Tilt,Kinematics,4.175,0.649
50,R_Pelvis_Fwd_Tilt,Kinematics,4.142,0.637
51,R_Pelvis_Fwd_Tilt,Kinematics,4.132,0.629
52,R_Pelvis_Fwd_Tilt,Kinematics,4.139,0.62
53,R_Pelvis_Fwd_Tilt,Kinematics,4.147,0.607
54,R_Pelvis_Fwd_Tilt,Kinematics,4.139,0.59
55,R_Pelvis_Fwd_Tilt,Kinematics,4.107,0.576
56,R_Pelvis_Fwd_Tilt,Kinematics,4.057,0.568
57,R_Pelvis_Fwd_Tilt,Kinematics,4.002,0.574
58,R_Pelvis_Fwd_Tilt,Kinematics,3.958,0.594
59,R_Pelvis_Fwd_Tilt,Kinematics,3.931,0.626
60,R_Pelvis_Fwd_Tilt,Kinematics,3.914,0.664
61,R_Pelvis_Fwd_Tilt,Kinematics,3.892,0.7
62,R_Pelvis_Fwd_Tilt,Kinematics,3.847,0.728
63,R_Pelvis_Fwd_Tilt,Kinematics,3.769,0.746
64,R_Pelvis_Fwd_Tilt,Kinematics,3.654,0.754
65,R_Pelvis_Fwd_Tilt,Kinematics,3.509,0.753
66,R_Pelvis_Fwd_Tilt,Kinematics,3.341,0.749
67,R_Pelvis_Fwd_Tilt,Kinematics,3.165,0.744
68,R_Pelvis_Fwd_Tilt,Kinematics,2.992,0.741
69,R_Pelvis_Fwd_Tilt,Kinematics,2.838,0.742
70,R_Pelvis_Fwd_Tilt,Kinematics,2.709,0.75
71,R_Pelvis_Fwd_Tilt,Kinematics,2.611,0.763
72,R_Pelvis_Fwd_Tilt,Kinematics,2.546,0.777
73,R_Pelvis_Fwd_Tilt,Kinematics,2.51,0.792
74,R_Pelvis_Fwd_Tilt,Kinematics,2.5,0.804
75,R_Pelvis_Fwd_Tilt,Kinematics,2.512,0.809
76,R_Pelvis_Fwd_Tilt,Kinematics,2.54,0.808
77,R_Pelvis_Fwd_Tilt,Kinematics,2.578,0.799
78,R_Pelvis_Fwd_Tilt,Kinematics,2.621,0.781
79,R_Pelvis_Fwd_Tilt,Kinematics,2.664,0.755
80,R_Pelvis_Fwd_Tilt,Kinematics,2.707,0.722
81,R_Pelvis_Fwd_Tilt,Kinematics,2.753,0.687
82,R_Pelvis_Fwd_Tilt,Kinematics,2.804,0.655
83,R_Pelvis_Fwd_Tilt,Kinematics,2.862,0.633
84,R_Pelvis_Fwd_Tilt,Kinematics,2.93,0.625
85,R_Pelvis_Fwd_Tilt,Kinematics,3.017,0.626
86,R_Pelvis_Fwd_Tilt,Kinematics,3.135,0.636
87,R_Pelvis_Fwd_Tilt,Kinematics,3.295,0.647
88,R_Pelvis_Fwd_Tilt,Kinematics,3.509,0.656
89,R_Pelvis_Fwd_Tilt,Kinematics,3.779,0.662
90,R_Pelvis_Fwd_Tilt,Kinematics,4.1,0.662
91,R_Pelvis_Fwd_Tilt,Kinematics,4.457,0.66
92,R_Pelvis_Fwd_Tilt,Kinematics,4.825,0.651
93,R_Pelvis_Fwd_Tilt,Kinematics,5.173,0.636
94,R_Pelvis_Fwd_Tilt,Kinematics,5.477,0.613
95,R_Pelvis_Fwd_Tilt,Kinematics,5.718,0.591
96,R_Pelvis_Fwd_Tilt,Kinematics,5.882,0.566
97,R_Pelvis_Fwd_Tilt,Kinematics,5.984,0.544
98,R_Pelvis_Fwd_Tilt,Kinematics,6.035,0.523
99,R_Pelvis_Fwd_Tilt,Kinematics,6.058,0.503
100,R_Pelvis_Fwd_Tilt,Kinematics,6.071,0.486
1,R_Pelvis_Lat_Tilt,Kinematics,0.064,0.198
2,R_Pelvis_Lat_Tilt,Kinematics,-0.003,0.206
3,R_Pelvis_Lat_Tilt,Kinematics,-0.016,0.221
4,R_Pelvis_Lat_Tilt,Kinematics,0.065,0.243
5,R_Pelvis_Lat_Tilt,Kinematics,0.268,0.271
6,R_Pelvis_Lat_Tilt,Kinematics,0.581,0.299
7,R_Pelvis_Lat_Tilt,Kinematics,0.999,0.317
8,R_Pelvis_Lat_Tilt,Kinematics,1.479,0.335
9,R_Pelvis_Lat_Tilt,Kinematics,1.987,0.353
10,R_Pelvis_Lat_Tilt,Kinematics,2.495,0.378
11,R_Pelvis_Lat_Tilt,Kinematics,2.98,0.412
12,R_Pelvis_Lat_Tilt,Kinematics,3.421,0.452
13,R_Pelvis_Lat_Tilt,Kinematics,3.804,0.483
14,R_Pelvis_Lat_Tilt,Kinematics,4.107,0.504
15,R_Pelvis_Lat_Tilt,Kinematics,4.308,0.496
16,R_Pelvis_Lat_Tilt,Kinematics,4.403,0.475
17,R_Pelvis_Lat_Tilt,Kinematics,4.38,0.449
18,R_Pelvis_Lat_Tilt,Kinematics,4.259,0.416
19,R_Pelvis_Lat_Tilt,Kinematics,4.058,0.392
20,R_Pelvis_Lat_Tilt,Kinematics,3.805,0.377
21,R_Pelvis_Lat_Tilt,Kinematics,3.529,0.37
22,R_Pelvis_Lat_Tilt,Kinematics,3.246,0.371
23,R_Pelvis_Lat_Tilt,Kinematics,2.97,0.378
