Frame,Measurement,Measure_Category,Mean,SD
1,R_Trunk_Fwd_Tilt,Kinematics,4.816,0.653
2,R_Trunk_Fwd_Tilt,Kinematics,4.827,0.637
3,R_Trunk_Fwd_Tilt,Kinematics,4.822,0.625
4,R_Trunk_Fwd_Tilt,Kinematics,4.789,0.617
5,R_Trunk_Fwd_Tilt,Kinematics,4.724,0.615
6,R_Trunk_Fwd_Tilt,Kinematics,4.642,0.62
7,R_Trunk_Fwd_Tilt,Kinematics,4.523,0.631
8,R_Trunk_Fwd_Tilt,Kinematics,4.392,0.647
9,R_Trunk_Fwd_Tilt,Kinematics,4.247,0.665
10,R_Trunk_Fwd_Tilt,Kinematics,4.095,0.681
11,R_Trunk_Fwd_Tilt,Kinematics,3.942,0.696
12,R_Trunk_Fwd_Tilt,Kinematics,3.795,0.704
13,R_Trunk_Fwd_Tilt,Kinematics,3.656,0.706
14,R_Trunk_Fwd_Tilt,Kinematics,3.528,0.704
15,R_Trunk_Fwd_Tilt,Kinematics,3.418,0.695
16,R_Trunk_Fwd_Tilt,Kinematics,3.319,0.684
17,R_Trunk_Fwd_Tilt,Kinematics,3.24,0.672
18,R_Trunk_Fwd_Tilt,Kinematics,3.172,0.662
19,R_Trunk_Fwd_Tilt,Kinematics,3.113,0.654
20,R_Trunk_Fwd_Tilt,Kinematics,3.064,0.652
21,R_Trunk_Fwd_Tilt,Kinematics,3.019,0.655
22,R_Trunk_Fwd_Tilt,Kinematics,2.975,0.662
23,R_Trunk_Fwd_Tilt,Kinematics,2.932,0.675
24,R_Trunk_Fwd_Tilt,Kinematics,2.888,0.69
25,R_Trunk_Fwd_Tilt,Kinematics,2.845,0.709
26,R_Trunk_Fwd_Tilt,Kinematics,2.805,0.729
27,R_Trunk_Fwd_Tilt,Kinematics,2.771,0.75
28,R_Trunk_Fwd_Tilt,Kinematics,2.747,0.77
29,R_Trunk_Fwd_Tilt,Kinematics,2.735,0.79
30,R_Trunk_Fwd_Tilt,Kinematics,2.738,0.807
31,R_Trunk_Fwd_Tilt,Kinematics,2.755,0.821
32,R_Trunk_Fwd_Tilt,Kinematics,2.787,0.833
33,R_Trunk_Fwd_Tilt,Kinematics,2.833,0.841
34,R_Trunk_Fwd_Tilt,Kinematics,2.893,0.848
35,R_Trunk_Fwd_Tilt,Kinematics,2.97,0.85
36,R_Trunk_Fwd_Tilt,Kinematics,3.058,0.852
37,R_Trunk_Fwd_Tilt,Kinematics,3.157,0.85
38,R_Trunk_Fwd_Tilt,Kinematics,3.264,0.845
39,R_Trunk_Fwd_Tilt,Kinematics,3.376,0.84
40,R_Trunk_Fwd_Tilt,Kinematics,3.492,0.831
41,R_Trunk_Fwd_Tilt,Kinematics,3.607,0.824
42,R_Trunk_Fwd_Tilt,Kinematics,3.722,0.817
43,R_Trunk_Fwd_Tilt,Kinematics,3.835,0.811
44,R_Trunk_Fwd_Tilt,Kinematics,3.945,0.807
45,R_Trunk_Fwd_Tilt,Kinematics,4.052,0.803
