Frame,Measurement,Measure_Category,Mean,SD
1,R_Trunk_Fwd_Tilt,Kinematics,0.814,1.078
2,R_Trunk_Fwd_Tilt,Kinematics,0.775,1.058
3,R_Trunk_Fwd_Tilt,Kinematics,0.72,1.037
4,R_Trunk_Fwd_Tilt,Kinematics,0.648,1.014
5,R_Trunk_Fwd_Tilt,Kinematics,0.545,0.988
6,R_Trunk_Fwd_Tilt,Kinematics,0.429,0.963
7,R_Trunk_Fwd_Tilt,Kinematics,0.302,0.939
8,R_Trunk_Fwd_Tilt,Kinematics,0.164,0.921
9,R_Trunk_Fwd_Tilt,Kinematics,0.03,0.91
10,R_Trunk_Fwd_Tilt,Kinematics,-0.101,0.907
11,R_Trunk_Fwd_Tilt,Kinematics,-0.212,0.914
12,R_Trunk_Fwd_Tilt,Kinematics,-0.308,0.925
13,R_Trunk_Fwd_Tilt,Kinematics,-0.39,0.938
14,R_Trunk_Fwd_Tilt,Kinematics,-0.445,0.942
15,R_Trunk_Fwd_Tilt,Kinematics,-0.492,0.944
16,R_Trunk_Fwd_Tilt,Kinematics,-0.531,0.944
17,R_Trunk_Fwd_Tilt,Kinematics,-0.567,0.94
18,R_Trunk_Fwd_Tilt,Kinematics,-0.604,0.937
19,R_Trunk_Fwd_Tilt,Kinematics,-0.643,0.935
20,R_Trunk_Fwd_Tilt,Kinematics,-0.685,0.93
21,R_Trunk_Fwd_Tilt,Kinematics,-0.725,0.926
22,R_Trunk_Fwd_Tilt,Kinematics,-0.758,0.917
23,R_Trunk_Fwd_Tilt,Kinematics,-0.775,0.909
24,R_Trunk_Fwd_Tilt,Kinematics,-0.779,0.903
25,R_Trunk_Fwd_Tilt,Kinematics,-0.764,0.893
26,R_Trunk_Fwd_Tilt,Kinematics,-0.723,0.892
27,R_Trunk_Fwd_Tilt,Kinematics,-0.665,0.894
28,R_Trunk_Fwd_Tilt,Kinematics,-0.587,0.898
29,R_Trunk_Fwd_Tilt,Kinematics,-0.489,0.902
30,R_Trunk_Fwd_Tilt,Kinematics,-0.378,0.905
31,R_Trunk_Fwd_Tilt,Kinematics,-0.251,0.904
32,R_Trunk_Fwd_Tilt,Kinematics,-0.114,0.899
33,R_Trunk_Fwd_Tilt,Kinematics,0.032,0.894
34,R_Trunk_Fwd_Tilt,Kinematics,0.182,0.889
35,R_Trunk_Fwd_Tilt,Kinematics,0.337,0.889
36,R_Trunk_Fwd_Tilt,Kinematics,0.495,0.892
37,R_Trunk_Fwd_Tilt,Kinematics,0.652,0.898
38,R_Trunk_Fwd_Tilt,Kinematics,0.808,0.908
39,R_Trunk_Fwd_Tilt,Kinematics,0.961,0.917
40,R_Trunk_Fwd_Tilt,Kinematics,1.105,0.926
41,R_Trunk_Fwd_Tilt,Kinematics,1.237,0.934
42,R_Trunk_Fwd_Tilt,Kinematics,1.358,0.942
43,R_Trunk_Fwd_Tilt,Kinematics,1.465,0.95
44,R_Trunk_Fwd_Tilt,Kinematics,1.555,0.961
45,R_Trunk_Fwd_Tilt,Kinematics,1.629,0.971
46,R_Trunk_Fwd_Tilt,Kinematics,1.688,0.98
47,R_Trunk_Fwd_Tilt,Kinematics,1.728,0.978
48,R_Trunk_Fwd_Tilt,Kinematics,1.753,0.968
49,R_Trunk_Fwd_Tilt,Kinematics,1.762,0.946
50,R_Trunk_Fwd_Tilt,Kinematics,1.756,0.904
51,R_Trunk_Fwd_Tilt,Kinematics,1.73,0.852
52,R_Trunk_Fwd_Tilt,Kinematics,1.685,0.784
53,R_Trunk_Fwd_Tilt,Kinematics,1.616,0.71
54,R_Trunk_Fwd_Tilt,Kinematics,1.522,0.63
55,R_Trunk_Fwd_Tilt,Kinematics,1.408,0.548
56,R_Trunk_Fwd_Tilt,Kinematics,1.269,0.478
57,R_Trunk_Fwd_Tilt,Kinematics,1.115,0.417
58,R_Trunk_Fwd_Tilt,Kinematics,0.951,0.373
59,R_Trunk_Fwd_Tilt,Kinematics,0.781,0.353
60,R_Trunk_Fwd_Tilt,Kinematics,0.618,0.354
61,R_Trunk_Fwd_Tilt,Kinematics,0.465,0.375
62,R_Trunk_Fwd_Tilt,Kinematics,0.334,0.403
63,R_Trunk_Fwd_Tilt,Kinematics,0.23,0.442
64,R_Trunk_Fwd_Tilt,Kinematics,0.144,0.483
65,R_Trunk_Fwd_Tilt,Kinematics,0.082,0.517
66,R_Trunk_Fwd_Tilt,Kinematics,0.025,0.551
67,R_Trunk_Fwd_Tilt,Kinematics,-0.033,0.581
68,R_Trunk_Fwd_Tilt,Kinematics,-0.1,0.617
69,R_Trunk_Fwd_Tilt,Kinematics,-0.188,0.648
70,R_Trunk_Fwd_Tilt,Kinematics,-0.29,0.681
71,R_Trunk_Fwd_Tilt,Kinematics,-0.412,0.714
72,R_Trunk_Fwd_Tilt,Kinematics,-0.541,0.739
73,R_Trunk_Fwd_Tilt,Kinematics,-0.669,0.763
74,R_Trunk_Fwd_Tilt,Kinematics,-0.786,0.776
