Frame,Measurement,Measure_Category,Mean,SD
1,R_Trunk_Fwd_Tilt,Kinematics,3.367,0.553
2,R_Trunk_Fwd_Tilt,Kinematics,3.339,0.556
3,R_Trunk_Fwd_Tilt,Kinematics,3.285,0.561
4,R_Trunk_Fwd_Tilt,Kinematics,3.208,0.565
5,R_Trunk_Fwd_Tilt,Kinematics,3.109,0.566
6,R_Trunk_Fwd_Tilt,Kinematics,2.998,0.565
7,R_Trunk_Fwd_Tilt,Kinematics,2.882,0.561
8,R_Trunk_Fwd_Tilt,Kinematics,2.768,0.558
9,R_Trunk_Fwd_Tilt,Kinematics,2.661,0.557
10,R_Trunk_Fwd_Tilt,Kinematics,2.563,0.558
11,R_Trunk_Fwd_Tilt,Kinematics,2.478,0.56
12,R_Trunk_Fwd_Tilt,Kinematics,2.407,0.566
13,R_Trunk_Fwd_Tilt,Kinematics,2.352,0.573
14,R_Trunk_Fwd_Tilt,Kinematics,2.31,0.583
15,R_Trunk_Fwd_Tilt,Kinematics,2.281,0.595
16,R_Trunk_Fwd_Tilt,Kinematics,2.262,0.609
17,R_Trunk_Fwd_Tilt,Kinematics,2.248,0.622
18,R_Trunk_Fwd_Tilt,Kinematics,2.236,0.635
19,R_Trunk_Fwd_Tilt,Kinematics,2.222,0.646
20,R_Trunk_Fwd_Tilt,Kinematics,2.205,0.654
21,R_Trunk_Fwd_Tilt,Kinematics,2.182,0.659
22,R_Trunk_Fwd_Tilt,Kinematics,2.157,0.659
23,R_Trunk_Fwd_Tilt,Kinematics,2.13,0.656
24,R_Trunk_Fwd_Tilt,Kinematics,2.105,0.65
25,R_Trunk_Fwd_Tilt,Kinematics,2.085,0.643
26,R_Trunk_Fwd_Tilt,Kinematics,2.075,0.636
27,R_Trunk_Fwd_Tilt,Kinematics,2.076,0.631
28,R_Trunk_Fwd_Tilt,Kinematics,2.094,0.627
29,R_Trunk_Fwd_Tilt,Kinematics,2.127,0.623
30,R_Trunk_Fwd_Tilt,Kinematics,2.177,0.619
31,R_Trunk_Fwd_Tilt,Kinematics,2.243,0.614
32,R_Trunk_Fwd_Tilt,Kinematics,2.325,0.61
33,R_Trunk_Fwd_Tilt,Kinematics,2.42,0.604
34,R_Trunk_Fwd_Tilt,Kinematics,2.526,0.6
35,R_Trunk_Fwd_Tilt,Kinematics,2.639,0.595
36,R_Trunk_Fwd_Tilt,Kinematics,2.757,0.59
37,R_Trunk_Fwd_Tilt,Kinematics,2.873,0.588
38,R_Trunk_Fwd_Tilt,Kinematics,2.983,0.586
39,R_Trunk_Fwd_Tilt,Kinematics,3.083,0.585
40,R_Trunk_Fwd_Tilt,Kinematics,3.17,0.584
41,R_Trunk_Fwd_Tilt,Kinematics,3.242,0.581
42,R_Trunk_Fwd_Tilt,Kinematics,3.297,0.578
43,R_Trunk_Fwd_Tilt,Kinematics,3.335,0.575
44,R_Trunk_Fwd_Tilt,Kinematics,3.357,0.572
45,R_Trunk_Fwd_Tilt,Kinematics,3.365,0.57
46,R_Trunk_Fwd_Tilt,Kinematics,3.363,0.567
47,R_Trunk_Fwd_Tilt,Kinematics,3.352,0.565
48,R_Trunk_Fwd_Tilt,Kinematics,3.333,0.562
49,R_Trunk_Fwd_Tilt,Kinematics,3.303,0.557
50,R_Trunk_Fwd_Tilt,Kinematics,3.255,0.549
51,R_Trunk_Fwd_Tilt,Kinematics,3.186,0.538
52,R_Trunk_Fwd_Tilt,Kinematics,3.092,0.526
