Frame,Measurement,Measure_Category,Mean,SD
1,R_Trunk_Fwd_Tilt,Kinematics,0.456,0.524
2,R_Trunk_Fwd_Tilt,Kinematics,0.319,0.504
3,R_Trunk_Fwd_Tilt,Kinematics,0.149,0.484
4,R_Trunk_Fwd_Tilt,Kinematics,-0.054,0.466
5,R_Trunk_Fwd_Tilt,Kinematics,-0.287,0.449
6,R_Trunk_Fwd_Tilt,Kinematics,-0.536,0.432
7,R_Trunk_Fwd_Tilt,Kinematics,-0.791,0.414
8,R_Trunk_Fwd_Tilt,Kinematics,-1.035,0.397
9,R_Trunk_Fwd_Tilt,Kinematics,-1.257,0.381
10,R_Trunk_Fwd_Tilt,Kinematics,-1.446,0.373
11,R_Trunk_Fwd_Tilt,Kinematics,-1.592,0.377
12,R_Trunk_Fwd_Tilt,Kinematics,-1.696,0.391
13,R_Trunk_Fwd_Tilt,Kinematics,-1.758,0.414
14,R_Trunk_Fwd_Tilt,Kinematics,-1.777,0.442
15,R_Trunk_Fwd_Tilt,Kinematics,-1.759,0.467
16,R_Trunk_Fwd_Tilt,Kinematics,-1.713,0.488
17,R_Trunk_Fwd_Tilt,Kinematics,-1.645,0.502
18,R_Trunk_Fwd_Tilt,Kinematics,-1.566,0.507
19,R_Trunk_Fwd_Tilt,Kinematics,-1.482,0.506
20,R_Trunk_Fwd_Tilt,Kinematics,-1.403,0.499
21,R_Trunk_Fwd_Tilt,Kinematics,-1.33,0.488
22,R_Trunk_Fwd_Tilt,Kinematics,-1.266,0.475
23,R_Trunk_Fwd_Tilt,Kinematics,-1.212,0.461
24,R_Trunk_Fwd_Tilt,Kinematics,-1.165,0.448
25,R_Trunk_Fwd_Tilt,Kinematics,-1.123,0.436
26,R_Trunk_Fwd_Tilt,Kinematics,-1.083,0.426
27,R_Trunk_Fwd_Tilt,Kinematics,-1.04,0.419
28,R_Trunk_Fwd_Tilt,Kinematics,-0.992,0.415
29,R_Trunk_Fwd_Tilt,Kinematics,-0.937,0.414
30,R_Trunk_Fwd_Tilt,Kinematics,-0.873,0.417
31,R_Trunk_Fwd_Tilt,Kinematics,-0.802,0.42
32,R_Trunk_Fwd_Tilt,Kinematics,-0.723,0.425
33,R_Trunk_Fwd_Tilt,Kinematics,-0.639,0.431
34,R_Trunk_Fwd_Tilt,Kinematics,-0.55,0.436
35,R_Trunk_Fwd_Tilt,Kinematics,-0.457,0.44
